Geneid,featureCounts on data 282: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 288: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 296: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 300: Counts_HISAT2 on data 38 and data 37: aligned reads (BAM),featureCounts on data 304: Counts_HISAT2 on data 42 and data 41: aligned reads (BAM),featureCounts on data 310: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 312: Counts_HISAT2 on data 50 and data 49: aligned reads (BAM),featureCounts on data 322: Counts_HISAT2 on data 60 and data 59: aligned reads (BAM)
100507495,280,202,194,299,350,321,174,241
100507500,18,16,32,16,56,29,13,29
100507501,16,5,31,18,18,11,10,13
100507506,18,27,35,21,38,30,19,17
100507507,0,0,0,0,0,0,0,0
100507524,263,491,416,795,1037,322,359,181
100507527,0,0,0,0,0,0,0,0
100507528,0,3,0,2,0,0,1,0
100507530,136,151,272,260,397,154,89,190
100507533,279,266,260,311,698,281,238,177
100507534,4,29,54,48,27,12,24,10
100507537,0,0,124,2,2,0,1,4
100507540,2,2,4,21,11,6,4,9
100507547,0,0,0,0,0,0,0,0
100507557,144,228,175,399,413,186,183,176
100507564,9,8,8,33,8,17,5,2
100507567,117,92,87,227,142,90,77,60
100507577,185,316,243,652,593,332,236,349
100507582,15,41,39,72,25,63,26,43
100507584,0,0,2,0,0,7,0,0
100507588,20,82,134,87,160,45,37,42
100507589,47,42,57,66,147,54,27,34
100507600,0,0,0,0,0,0,0,4
100507602,75,94,123,131,133,83,51,86
100507605,0,3,0,0,0,2,5,0
100507607,43,28,23,39,48,32,29,26
100507608,0,0,0,0,0,0,0,0
100507629,5,0,2,7,4,3,0,7
100507632,0,4,2,8,6,3,0,0
100507633,28,26,28,64,21,11,6,19
100507634,20,17,12,14,24,5,13,9
100507639,4,6,23,8,0,7,6,7
100507642,0,0,0,0,0,0,0,0
100507650,104,62,69,132,109,105,62,78
100507651,0,0,0,0,0,1,0,0
100507661,69,31,34,27,42,16,23,22
100507674,0,2,9,0,4,9,2,5
100507679,0,0,0,0,0,0,0,0
100507747,33,26,63,18,95,25,19,23
100508046,0,0,0,0,0,0,0,0
100508120,160,195,235,253,373,169,123,149
100509620,51,11,47,30,29,21,14,30
100509894,593,573,424,1095,930,846,627,531
10051,960,994,1099,2181,2034,1212,874,936
100510707,0,0,0,0,0,0,0,0
10052,477,525,512,786,871,451,305,522
100526648,0,0,0,0,0,0,1,0
100526664,0,0,0,0,0,0,0,0
100526693,0,0,0,0,0,0,0,0
100526694,0,0,0,0,0,0,0,0
100526737,0,0,0,0,0,0,0,0
100526739,0,0,0,0,0,0,0,0
100526740,0,0,0,0,0,0,0,0
100526760,0,0,0,0,0,0,0,0
100526761,0,0,0,0,0,0,0,0
100526767,5,3,7,8,20,9,8,4
100526771,1,1,2,1,0,0,0,1
100526772,0,0,0,0,0,0,0,0
100526773,3,5,3,1,10,0,3,1
100526783,0,0,0,0,0,0,0,0
100526794,0,0,0,0,0,0,0,0
100526820,0,0,0,0,0,0,0,0
100526825,0,0,0,0,0,0,1,0
100526830,0,0,3,0,2,1,0,0
100526831,0,0,0,0,0,0,0,0
100526832,0,0,0,0,0,0,0,0
100526833,85,78,167,128,325,78,66,78
100526835,5,3,2,4,11,7,4,6
100526836,0,0,0,0,0,0,0,0
100526837,0,0,0,0,0,0,0,0
100526842,0,0,0,0,0,0,0,0
100527943,0,0,0,0,0,0,0,0
100527949,0,0,0,0,0,0,0,0
100527950,68,33,33,60,107,65,27,58
100527960,34,30,52,29,89,22,31,21
100527963,0,0,0,0,0,0,0,0
100527964,103,86,169,120,242,88,90,92
100527978,24,64,43,101,100,53,37,49
100528007,0,0,0,0,0,0,0,0
100528016,0,0,0,0,0,0,0,0
100528017,0,0,0,0,0,0,0,0
100528018,0,2,0,0,1,0,0,1
100528019,1,0,5,0,0,0,0,1
100528021,0,0,0,0,0,0,0,0
100528022,0,0,0,0,0,0,0,0
100528030,0,0,0,0,0,0,0,0
100528031,0,0,0,0,0,0,0,0
100528032,16,10,19,24,8,12,11,8
100528062,93,171,211,238,323,111,91,109
100528064,0,0,0,0,0,0,0,0
100529063,0,0,0,0,0,0,0,0
100529067,0,0,0,0,0,0,0,0
100529097,0,0,0,0,0,0,0,0
100529144,0,0,0,0,0,0,0,0
100529145,6,4,4,4,13,2,2,1
100529207,0,0,0,0,0,0,0,0
100529209,3,0,2,0,1,4,1,0
100529211,4,1,3,3,1,5,4,0
100529215,33,6,22,28,36,27,15,19
100529239,0,0,0,0,0,0,0,0
100529240,0,0,0,0,0,0,0,0
100529241,0,0,0,0,0,0,0,0
100529251,0,0,0,0,0,0,0,0
100529257,0,0,0,0,0,0,0,0
100529261,0,0,0,0,0,0,0,1
100529262,0,0,0,0,0,0,0,0
100529264,0,0,0,0,0,0,0,0
100529855,14,11,21,24,30,3,4,7
10053,6,12,8,12,6,3,7,0
100532724,98,202,170,342,309,275,132,142
100532726,0,0,0,0,0,0,0,0
100532731,0,0,0,0,0,0,0,0
100532732,0,0,0,0,0,0,0,0
100532735,0,0,0,0,0,0,0,0
100532736,0,0,0,0,0,0,0,0
100532737,0,0,0,0,0,0,0,0
100532742,12,2,16,16,8,9,5,19
100532746,0,0,0,0,0,0,0,0
100533105,10,7,15,9,8,9,9,14
100533106,7,10,9,3,11,3,8,8
100533107,0,0,0,0,0,0,0,0
100533111,0,0,2,2,1,0,0,1
100533177,0,0,0,0,0,0,0,0
100533178,0,3,0,1,0,0,0,0
100533179,3,2,6,2,4,0,2,1
100533181,0,0,0,0,0,0,0,0
100533182,27,39,37,65,83,29,36,50
100533183,19,27,28,36,53,30,16,21
100533184,80,15,16,24,45,27,25,63
100533195,0,0,0,0,0,1,0,0
100533464,0,0,0,1,0,0,0,1
100533467,0,0,0,0,0,0,0,0
100533483,0,0,0,0,0,0,0,0
100533496,0,0,0,0,0,0,0,0
100533789,0,0,0,0,0,0,0,0
100533952,0,0,0,0,0,0,0,0
100533955,7,2,6,2,10,5,7,2
100533970,60,61,103,100,129,49,75,63
100533975,0,0,0,0,0,0,0,0
100533990,0,0,2,2,0,1,4,0
100533997,0,0,0,0,0,0,0,0
100534012,0,0,0,0,0,0,0,0
100534589,0,0,0,0,0,0,0,0
100534592,0,0,0,0,0,0,0,0
100534593,71,36,145,34,186,55,37,31
100534595,0,0,0,0,0,0,0,0
100534599,0,0,0,0,0,0,0,0
100534611,0,0,1,2,0,0,0,0
100534612,15,17,7,54,22,24,21,14
10054,2660,4824,5277,8514,7816,4145,3517,4012
10055,1471,2435,3308,3796,4281,1885,1596,2250
100551499,13,10,3,5,6,7,6,7
10056,1530,2964,3380,4537,4353,2454,2126,2928
10057,2818,2922,4269,3438,5924,2344,1816,3021
10058,550,552,738,749,1209,602,464,538
10059,5496,10286,10263,17451,13449,8693,6735,10313
1006,4263,4669,5367,6097,3596,3397,2634,3929
10060,1472,1610,2491,4411,4953,1720,1894,1644
10061,1647,2234,2564,3955,3417,1944,1569,2263
100616109,0,0,0,0,0,0,0,0
100616110,15,16,16,20,21,22,6,15
100616111,0,0,0,0,0,0,0,0
100616112,0,0,0,0,0,0,0,0
100616113,0,0,0,0,0,0,0,0
100616114,0,0,2,6,1,2,4,0
100616115,0,0,0,1,1,1,1,0
100616116,0,0,2,0,3,1,1,0
100616117,0,0,3,0,1,0,0,0
100616118,1,0,0,3,1,2,2,1
100616119,0,0,0,0,0,0,0,0
100616120,0,0,0,0,0,0,0,0
100616121,0,0,0,1,0,0,0,1
100616122,0,0,0,0,0,0,0,0
100616123,0,0,0,0,0,0,0,0
100616124,0,0,0,0,0,0,0,0
100616125,0,3,1,1,2,2,1,0
100616126,0,0,0,0,0,0,0,0
100616127,0,0,0,0,0,0,0,0
100616128,0,0,0,0,0,0,0,0
100616129,0,0,0,0,0,0,0,0
100616130,2,0,2,0,1,0,3,2
100616131,0,0,0,0,0,0,0,0
100616132,1,0,1,1,0,0,1,0
100616133,0,0,0,3,1,1,2,0
100616134,0,0,0,0,0,0,0,0
100616135,0,0,0,0,0,0,0,0
100616136,0,0,0,0,0,0,0,0
100616137,2,0,3,2,0,1,0,1
100616138,0,0,0,0,0,0,0,0
100616139,0,0,0,0,0,0,0,0
100616140,0,0,0,0,0,0,0,0
100616141,0,2,0,0,0,2,2,1
100616142,0,0,0,0,0,0,0,0
100616143,0,0,0,0,0,0,0,0
100616144,1,0,2,0,6,0,3,2
100616145,2,0,5,0,8,0,2,2
100616146,1,2,1,9,3,13,6,2
100616147,1,0,1,5,0,0,0,1
100616148,6,0,2,0,1,1,0,1
100616149,0,0,3,0,0,1,0,1
100616150,4,16,7,16,21,2,6,9
100616151,3,2,2,2,11,1,0,3
100616152,15,5,7,31,8,10,6,18
100616153,0,0,0,0,0,0,0,0
100616154,0,0,0,0,0,0,0,0
100616155,0,0,0,0,0,0,0,0
100616156,8,4,8,2,15,5,4,7
100616157,0,0,0,0,0,0,0,0
100616158,1,2,1,2,5,1,2,4
100616159,0,1,0,0,0,0,1,4
100616160,0,0,1,0,7,0,0,0
100616161,0,0,0,0,0,0,0,0
100616162,0,0,0,0,0,0,0,0
100616163,0,0,0,0,0,0,0,0
100616164,0,0,0,0,1,0,0,1
100616165,0,3,2,1,4,0,3,1
100616166,3,3,8,6,10,2,2,1
100616167,0,0,0,0,0,0,0,0
100616168,0,2,1,1,1,0,0,2
100616169,1,1,0,2,3,0,1,2
100616170,0,0,0,0,0,0,0,0
100616171,0,0,0,0,0,0,0,0
100616172,0,0,0,0,0,0,0,0
100616173,0,0,0,0,0,0,0,0
100616174,0,0,0,0,0,2,1,0
100616175,2,0,0,0,2,0,3,0
100616176,0,0,0,0,0,0,0,0
100616177,2,2,3,5,11,1,8,7
100616178,0,0,0,0,1,0,0,0
100616179,0,0,1,0,0,0,1,0
100616180,0,0,0,0,0,0,0,0
100616181,0,3,0,1,1,0,0,0
100616182,3,8,1,9,1,1,4,3
100616183,1,3,2,2,7,5,1,2
100616184,10,8,10,17,12,6,9,16
100616185,0,0,0,0,0,0,0,0
100616186,0,1,0,0,0,0,0,0
100616187,1,0,1,0,0,1,0,0
100616188,0,0,0,0,0,0,0,0
100616189,0,0,0,0,0,0,0,0
100616190,0,0,4,4,6,2,0,1
100616191,0,0,0,0,0,0,0,0
100616192,0,0,0,0,0,0,0,0
100616193,0,0,0,0,0,0,0,0
100616194,4,13,11,22,18,4,6,16
100616195,0,0,2,4,2,2,0,0
100616196,6,5,1,4,30,7,3,12
100616201,2,0,0,0,0,3,0,3
100616202,2,0,0,0,0,0,0,1
100616203,0,0,0,0,0,0,0,0
100616204,2,10,4,3,4,10,5,4
100616205,0,0,0,0,0,0,0,1
100616206,0,0,0,0,0,0,0,0
100616207,2,1,2,10,2,3,4,2
100616208,11,10,10,18,28,12,14,8
100616209,5,12,11,7,4,1,4,2
100616210,1,2,2,2,5,1,2,1
100616211,0,0,0,0,0,0,0,0
100616212,0,0,0,0,0,0,0,0
100616213,0,0,0,0,0,0,0,0
100616214,0,1,2,0,1,0,0,0
100616215,0,0,0,0,0,4,1,0
100616216,1,0,0,3,2,1,1,1
100616217,0,0,0,0,0,1,0,0
100616218,0,0,0,0,0,0,0,0
100616219,0,0,0,0,0,0,0,0
100616220,5,1,0,2,3,0,2,2
100616221,0,0,0,0,0,0,0,0
100616222,0,0,1,0,2,0,0,0
100616223,0,0,0,0,0,0,0,0
100616224,7,1,3,10,9,1,1,3
100616225,0,0,0,0,0,0,0,0
100616226,0,0,0,0,0,0,0,0
100616227,0,0,0,4,0,0,0,2
100616228,0,0,0,0,0,0,0,0
100616229,8,0,1,4,5,3,4,5
100616230,0,0,0,0,0,0,0,0
100616231,0,0,1,2,0,0,1,0
100616232,0,1,0,2,2,1,0,4
100616233,7,6,3,1,10,4,2,11
100616234,0,0,1,0,1,0,1,0
100616235,0,0,0,0,0,0,0,0
100616236,0,0,0,0,0,0,0,0
100616237,0,0,0,0,0,0,0,0
100616238,0,0,0,0,0,0,0,0
100616239,6,12,10,9,2,5,3,6
100616240,0,0,0,0,0,0,0,1
100616241,1,0,1,2,1,0,0,0
100616242,0,0,0,0,0,0,0,0
100616243,2,0,0,0,0,0,0,0
100616244,0,0,0,1,2,2,0,1
100616245,0,0,0,0,0,0,0,0
100616246,1,1,5,2,0,0,1,0
100616247,4,0,0,4,1,0,0,1
100616248,0,0,0,0,0,0,0,0
100616249,0,0,0,1,2,0,0,0
100616250,0,1,0,0,3,0,1,0
100616251,0,0,0,0,0,0,0,0
100616252,0,0,0,0,0,0,0,0
100616253,5,7,6,4,5,4,1,4
100616254,2,1,2,1,3,4,0,0
100616255,0,0,0,0,0,0,0,0
100616256,0,0,0,0,0,0,0,0
100616257,7,14,6,7,21,12,2,6
100616258,3,2,2,0,3,0,0,0
100616259,1,0,0,1,1,2,0,1
100616260,0,0,0,0,1,0,0,0
100616261,1,0,0,0,1,0,0,0
100616262,0,0,1,0,0,0,0,0
100616263,0,0,0,0,0,0,0,0
100616264,0,0,0,0,0,0,0,0
100616265,0,0,0,0,0,0,0,0
100616266,2,0,0,1,0,0,1,0
100616267,0,0,0,0,0,0,0,0
100616268,0,0,2,0,1,0,0,0
100616269,0,3,4,7,4,2,5,4
100616270,0,0,0,0,1,0,0,0
100616271,2,1,2,4,0,1,0,2
100616272,0,0,0,0,0,0,0,0
100616273,0,0,0,0,0,0,0,0
100616274,0,1,0,0,1,0,1,0
100616275,0,0,0,0,0,0,0,0
100616276,0,0,0,0,0,0,0,0
100616277,0,0,0,1,0,0,1,0
100616278,0,0,0,0,0,0,0,0
100616279,1,0,0,0,0,0,0,0
100616280,0,0,0,0,1,0,0,0
100616281,0,0,0,0,0,0,0,0
100616282,0,0,0,0,0,0,0,0
100616283,0,2,2,6,1,0,0,0
100616284,1,1,0,1,3,1,0,3
100616285,0,0,0,0,0,0,0,0
100616286,6,1,0,5,4,1,0,6
100616287,0,0,0,0,0,0,0,0
100616288,0,0,0,0,0,0,0,0
100616289,0,0,0,0,0,0,0,0
100616290,0,2,1,7,4,0,1,3
100616291,2,4,0,6,4,4,1,1
100616292,0,0,0,0,0,0,0,0
100616293,2,0,0,0,3,0,1,0
100616294,0,0,0,0,0,0,0,0
100616295,3,0,0,0,0,3,4,0
100616296,0,0,0,0,0,0,0,0
100616297,0,0,1,1,2,1,0,0
100616298,0,0,0,0,0,1,0,0
100616299,1,0,0,0,0,1,0,0
100616300,0,0,0,0,0,0,0,0
100616301,0,0,0,0,0,0,1,0
100616302,0,0,0,0,0,0,0,0
100616303,0,0,0,0,0,0,0,0
100616304,0,2,2,0,4,3,4,2
100616305,0,0,0,0,0,0,0,1
100616306,17,11,10,7,30,19,9,7
100616307,0,0,0,0,0,0,0,0
100616308,1,0,0,1,5,2,0,2
100616309,2,0,0,0,0,0,0,0
100616310,3,2,0,0,0,1,1,0
100616311,0,1,8,0,0,1,1,0
100616312,1,0,0,0,2,0,0,0
100616313,0,0,0,0,0,0,0,0
100616314,0,0,1,0,0,0,0,1
100616315,0,1,0,1,0,0,0,0
100616316,0,0,0,0,0,0,0,0
100616317,0,0,0,0,0,0,0,0
100616318,0,0,0,0,0,0,0,0
100616319,0,1,0,1,5,0,0,4
100616320,3,2,0,1,3,3,0,2
100616321,0,0,0,0,0,0,0,0
100616322,0,0,0,0,0,0,0,2
100616323,3,8,13,11,17,6,9,10
100616324,0,0,0,0,0,0,0,0
100616325,0,0,0,0,0,0,0,0
100616326,6,1,1,0,0,0,1,1
100616327,0,1,1,1,1,0,0,0
100616328,1,1,0,4,0,0,0,1
100616329,0,0,0,0,0,0,0,0
100616330,0,0,0,0,0,0,0,0
100616331,1,2,1,1,0,1,1,1
100616332,0,0,0,0,0,0,0,0
100616333,0,0,0,0,0,0,0,0
100616334,0,0,0,0,0,0,0,0
100616335,0,0,0,0,0,0,0,0
100616336,0,0,0,0,0,0,0,0
100616337,0,0,0,0,0,0,2,0
100616338,0,0,0,0,0,0,0,1
100616339,0,0,0,0,0,0,0,0
100616340,0,0,0,0,0,0,0,0
100616341,1,3,2,5,1,1,0,1
100616342,0,0,1,0,0,0,0,0
100616343,0,0,0,0,0,0,0,0
100616344,0,0,0,1,0,0,0,0
100616345,134,310,331,551,501,245,156,187
100616346,0,0,0,0,0,0,0,0
100616347,0,0,0,0,0,0,0,0
100616348,0,0,0,0,0,0,0,0
100616349,0,8,7,20,14,3,1,3
100616350,0,0,0,0,0,0,0,0
100616351,0,0,0,3,0,2,0,0
100616352,1,0,3,1,0,2,1,0
100616353,0,0,0,0,0,0,0,0
100616354,11,7,9,6,18,6,8,11
100616355,0,0,0,0,0,0,1,0
100616356,5,7,8,9,11,3,2,13
100616357,0,0,0,0,0,0,0,0
100616358,0,0,0,0,0,0,0,0
100616359,2,0,3,1,5,1,0,1
100616360,9,4,3,6,0,1,3,2
100616361,0,0,0,0,0,0,0,0
100616362,0,1,0,2,0,0,1,0
100616363,1,2,0,2,0,0,1,0
100616364,0,0,0,0,0,0,0,0
100616365,0,0,0,0,0,0,0,0
100616366,1,0,1,0,0,4,0,0
100616367,1,0,0,0,0,1,0,0
100616368,0,2,1,0,0,1,0,0
100616369,0,0,0,0,0,0,0,0
100616370,0,0,0,0,1,0,0,0
100616371,1,0,0,0,0,0,0,0
100616372,0,0,0,0,0,0,0,0
100616373,0,0,0,0,0,0,0,0
100616374,0,0,0,0,0,0,0,0
100616375,0,0,0,1,0,0,0,1
100616376,0,0,0,0,0,0,0,0
100616377,7,3,0,8,3,1,4,1
100616378,2,6,3,1,4,2,6,2
100616379,3,2,1,2,11,2,1,3
100616380,1,0,0,1,0,0,0,0
100616381,0,0,0,0,0,0,0,0
100616382,0,0,0,0,0,0,0,0
100616383,0,0,0,0,1,0,0,0
100616384,0,0,0,1,0,0,0,0
100616385,0,0,0,0,0,0,0,0
100616386,3,2,1,1,3,0,2,5
100616387,121,266,202,319,364,299,223,186
100616388,1,0,1,1,1,0,1,1
100616389,0,2,0,4,0,0,0,0
100616390,1,0,0,4,2,1,0,2
100616391,0,0,2,0,0,0,0,0
100616392,0,0,0,0,0,0,0,0
100616393,0,0,0,0,0,0,0,0
100616394,0,0,0,0,0,0,0,0
100616395,1,1,0,0,0,0,4,1
100616396,9,7,4,22,10,22,11,12
100616397,0,0,0,0,0,0,0,0
100616398,0,0,0,0,0,0,0,0
100616399,0,0,0,0,3,0,0,0
100616400,0,0,0,0,0,0,0,0
100616401,1,1,0,0,0,0,0,0
100616402,0,0,0,0,0,0,0,0
100616403,0,2,3,3,6,3,1,0
100616404,0,2,0,0,3,2,1,0
100616405,0,0,0,1,0,0,0,0
100616406,0,0,1,1,1,0,0,0
100616407,0,0,0,0,0,0,0,0
100616408,355,529,421,700,595,620,334,450
100616409,0,0,0,0,0,0,0,0
100616410,2,0,0,0,0,0,1,0
100616413,0,0,0,0,2,0,1,0
100616414,1,0,0,0,0,0,0,0
100616415,2,0,2,0,0,1,2,0
100616416,0,0,0,0,0,0,0,0
100616417,1,1,0,0,5,2,0,1
100616418,0,0,0,0,0,0,0,0
100616419,0,0,0,0,6,2,2,1
100616420,3,3,4,0,2,2,0,3
100616421,1,0,1,0,2,0,0,1
100616422,0,0,0,0,0,0,0,0
100616423,0,0,0,0,0,0,0,0
100616424,0,0,0,0,0,0,0,0
100616425,3,1,0,2,1,4,0,0
100616426,0,2,0,1,8,1,0,4
100616427,0,2,1,0,2,1,1,0
100616428,1,1,0,0,0,1,2,0
100616429,0,0,0,2,0,0,0,0
100616430,0,0,0,0,0,0,0,0
100616431,0,0,0,0,0,0,0,0
100616432,1,1,4,3,0,4,0,3
100616433,0,0,0,0,0,0,0,0
100616434,2,3,2,2,8,4,2,1
100616435,0,0,0,0,0,0,0,0
100616436,1,2,0,0,3,0,0,0
100616437,0,1,3,2,2,1,0,2
100616438,0,0,1,0,0,0,0,0
100616439,0,0,0,0,0,0,0,1
100616440,0,0,2,0,1,2,0,2
100616441,2,1,0,4,5,0,0,2
100616447,0,0,0,0,0,0,0,0
100616448,0,0,0,0,0,0,0,0
100616449,0,0,0,0,0,0,2,0
100616450,0,0,0,0,0,0,0,0
100616451,0,0,0,0,0,0,0,0
100616452,15,11,21,27,29,7,11,25
100616453,0,0,0,0,0,0,0,0
100616454,0,0,0,0,0,0,0,0
100616455,0,0,0,0,0,0,0,0
100616456,0,0,0,0,0,0,0,0
100616457,0,0,0,0,0,0,0,0
100616458,0,0,0,0,0,0,0,0
100616459,0,0,0,0,0,0,0,0
100616460,0,0,0,0,0,0,0,0
100616463,0,1,0,0,0,0,0,0
100616464,0,0,0,0,0,0,0,0
100616465,0,1,0,0,1,0,0,0
100616466,0,0,0,0,0,0,0,0
100616467,0,0,0,0,0,0,0,0
100616468,1,4,6,13,9,5,7,10
100616469,2,2,0,1,0,0,0,2
100616470,0,0,0,0,0,0,0,0
100616471,0,0,0,1,0,1,0,0
100616472,0,0,0,0,0,0,0,0
100616473,0,0,0,0,0,0,0,0
100616474,0,0,0,0,1,0,0,0
100616475,0,0,0,0,0,0,0,0
100616476,3,0,3,1,1,3,4,1
100616477,0,0,0,0,2,1,2,2
100616478,0,2,0,0,0,0,0,0
100616479,0,0,1,0,0,0,0,0
100616480,0,0,2,0,0,0,0,0
100616481,2,0,0,1,0,0,0,0
100616482,0,0,0,0,2,0,0,2
100616483,0,0,0,0,0,0,0,0
100616484,0,0,0,0,0,0,0,0
100616485,13,5,3,8,6,3,2,5
100616486,0,0,1,1,1,2,0,0
100616487,11,11,7,3,12,5,14,8
100616488,1,0,1,0,0,2,0,1
100616489,0,0,0,0,0,0,0,0
100616490,5,0,3,2,6,6,1,2
100616491,5,5,0,1,2,5,0,1
100616492,0,0,0,0,0,0,0,0
100616493,0,2,10,4,2,4,3,5
100616494,13,3,2,5,8,4,6,10
100616495,0,0,0,0,0,0,0,0
100616498,0,1,0,0,1,0,1,0
100616499,0,1,2,0,2,0,0,0
100616500,0,0,0,0,0,0,0,0
100616530,5,8,16,16,25,19,19,7
100616668,292,465,334,744,498,330,304,341
10062,137,176,263,210,397,137,122,128
100628307,11,11,12,22,12,13,8,13
100628315,1035,1007,736,2393,1420,1725,1066,973
100628560,0,0,0,0,0,0,0,0
10063,331,940,1242,993,1505,739,428,587
100630918,70,91,93,98,93,82,36,94
100630923,0,0,0,0,0,0,0,2
100631378,23,17,32,24,52,29,25,22
100631383,0,0,0,0,0,0,0,0
100652730,10,0,0,1,8,0,0,0
100652736,8,8,9,18,27,13,9,15
100652739,16,5,16,5,26,9,5,9
100652740,12,6,5,6,11,6,3,8
100652748,461,701,741,967,1336,598,500,539
100652749,0,0,0,0,0,0,1,0
100652758,55,70,53,155,86,59,29,36
100652759,85,71,78,107,74,103,64,137
100652768,24,41,38,27,46,38,24,33
100652770,0,5,2,0,0,6,0,0
100652772,860,1093,1211,2007,1774,914,780,919
100652777,0,0,0,0,0,0,0,0
100652781,11,5,17,1,21,2,3,2
100652791,2,2,2,2,1,2,0,0
100652807,3,6,8,4,13,4,2,5
100652824,419,467,577,460,597,205,266,350
100652833,5,3,2,1,2,6,0,4
100652846,21,31,18,14,47,16,22,21
100652853,4,3,6,12,11,4,0,2
100652856,0,0,1,0,0,0,0,0
100652857,7,1,0,3,1,2,4,4
100652865,25,48,63,55,71,22,50,22
100652871,0,0,0,0,0,0,0,0
100652883,32,36,24,39,23,23,21,35
100652901,82,28,62,53,149,17,34,39
100652909,0,0,1,0,5,6,0,0
100652929,4,6,1,0,3,0,4,1
100652931,0,0,0,0,0,0,0,0
100652988,0,1,1,5,2,4,5,0
100652997,16,6,22,38,64,45,9,11
100652999,0,5,0,4,1,0,3,2
100653133,0,0,0,0,0,0,0,0
100653233,17,15,16,2,3,6,8,0
100653515,266,228,325,208,624,221,153,123
10066,218,290,304,522,652,320,265,280
10067,0,0,0,0,0,0,0,0
10068,217,218,277,350,464,196,157,184
100689074,22,5,8,6,28,6,9,8
10069,397,767,1182,1190,1008,560,356,680
1007,864,1113,2313,2277,3425,869,950,1146
10071,34,33,22,18,71,10,18,33
10072,174,248,323,465,456,197,139,209
10073,401,682,892,1293,1059,625,501,716
10075,20637,26655,33835,31716,44169,21543,16089,25328
100750225,11,19,15,23,22,10,9,8
100750246,5,13,16,20,18,10,8,3
100750247,17,22,9,42,24,25,5,23
100750325,1,0,2,4,0,1,1,0
100750326,7,7,6,10,14,11,4,13
10076,738,630,599,836,1357,652,479,909
10077,21,29,40,18,42,6,9,13
100775104,34,21,18,132,32,25,27,70
100775107,642,791,726,1313,1137,1122,659,791
10078,128,188,274,257,352,155,159,143
10079,21774,30307,36403,44637,38108,23204,18847,30812
1008,1740,1940,3033,3074,3926,1448,1294,1688
10081,1106,1310,1578,1557,2283,1066,800,1009
10082,346,762,499,1109,786,542,399,503
100820709,18,19,8,11,9,11,7,30
100820829,23,11,9,5,11,18,15,46
10083,362,481,411,979,511,861,548,349
10084,418,598,939,1022,1166,592,455,544
100846978,133,114,99,253,200,98,119,183
100846991,0,0,0,0,0,0,0,0
100846992,0,0,0,0,0,0,0,0
100846993,1,1,2,0,4,2,2,1
100846994,0,0,0,0,0,0,0,0
100846995,1,0,1,9,3,1,1,2
100846996,0,0,0,0,0,0,0,0
100846997,0,0,0,0,0,0,0,0
100846998,0,0,0,0,0,0,0,0
100846999,0,1,1,5,3,2,2,3
100847000,20,11,5,5,10,4,4,5
100847001,0,0,0,0,5,0,0,0
100847002,0,0,0,0,0,0,0,0
100847003,6,0,3,0,2,0,1,2
100847004,0,0,0,1,0,3,0,2
100847005,0,0,0,0,0,0,0,0
100847006,0,0,0,0,0,0,0,0
100847007,0,0,0,0,0,0,0,0
100847008,2,3,0,4,0,4,0,1
100847009,0,0,0,0,0,0,0,0
100847010,5,2,3,4,1,3,0,3
100847012,0,0,0,0,0,0,0,0
100847013,3,1,0,0,2,1,0,0
100847014,0,0,0,0,0,0,0,0
100847015,0,0,0,0,0,0,0,2
100847016,3,0,0,1,3,2,1,4
100847017,2,0,2,1,1,1,1,3
100847018,1,0,3,4,0,1,1,0
100847019,3,8,6,17,7,12,5,4
100847020,0,0,0,0,2,0,1,2
100847021,5,2,6,4,4,0,3,6
100847022,0,0,0,0,0,0,1,0
100847023,0,0,0,0,2,0,0,0
100847024,0,0,0,0,0,0,0,0
100847025,0,0,0,0,0,0,0,0
100847026,2,0,3,0,2,2,0,2
100847027,0,0,0,0,0,0,0,0
100847028,0,0,0,0,0,0,0,0
100847029,8,4,4,2,3,2,6,0
100847030,3,2,2,6,3,1,0,6
100847031,0,0,2,0,0,0,0,0
100847032,0,0,0,0,0,0,0,0
100847033,0,0,0,0,0,0,0,0
100847034,0,0,0,0,0,0,0,0
100847035,6,12,9,24,14,15,7,7
100847036,0,0,0,0,0,0,0,0
100847037,0,0,0,0,0,0,0,0
100847038,0,1,0,0,0,0,0,0
100847039,0,0,0,0,0,0,0,2
100847040,0,0,0,1,0,0,3,2
100847041,0,2,0,0,1,2,0,1
100847042,7,3,3,2,14,7,1,1
100847043,1,0,1,4,1,0,3,5
100847044,0,6,6,5,21,6,2,5
100847045,0,0,0,3,0,1,0,1
100847046,5,4,3,2,4,7,2,6
100847047,1,4,2,6,2,4,1,3
100847048,1,4,1,5,21,2,3,2
100847049,4,7,0,1,1,2,2,0
100847050,0,0,1,5,1,2,1,0
100847051,14,11,7,19,23,18,18,18
100847052,0,0,0,0,0,0,0,0
100847053,1,0,0,0,0,0,0,0
100847054,0,0,0,0,0,0,0,0
100847055,4,2,2,3,8,0,1,1
100847056,0,0,0,0,0,0,0,0
100847057,0,0,0,0,1,0,0,0
100847058,0,0,0,0,0,0,0,0
100847059,2,2,2,2,4,1,1,3
