Geneid,featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM)
101928940,7,0,0
101928942,7,9,18
101928943,130,116,82
101928944,44,48,40
101928948,183,75,88
101928961,811,794,726
101928971,0,2,0
101928973,32,2,3
101928977,78,64,50
101928978,0,0,0
101928979,15,46,32
101928984,53,9,13
101928988,91,25,25
101928989,90,24,14
101928991,19,20,27
101928992,3,6,11
101928994,3,0,0
101928995,68,28,49
101928999,0,0,0
101929005,580,317,350
101929006,0,0,0
101929010,3,4,2
101929019,1,10,4
101929023,1,5,0
101929025,20,21,13
101929034,0,0,0
101929052,135,27,23
101929057,124,123,123
101929058,4,3,1
101929059,181,268,220
101929060,20,7,15
101929064,152,147,184
101929066,108,111,100
101929069,2,0,0
101929071,35,37,15
101929073,2,0,0
101929074,3,4,0
101929076,3,2,0
101929080,0,0,2
101929081,0,0,0
101929082,8,31,16
101929083,14,2,0
101929084,1,0,3
101929086,26,6,4
101929087,0,4,0
101929089,27,16,16
101929093,0,0,2
101929095,99,66,81
101929097,0,0,0
101929098,3,2,1
101929099,10,20,11
101929106,22,1,2
101929110,114,150,120
101929116,38,7,6
101929120,198,170,302
101929121,14,20,6
101929122,55,2,0
101929123,0,0,4
101929124,68,61,7
101929125,24,21,27
101929127,2,1,1
101929128,1,1,1
101929130,174,35,51
101929138,88,132,119
101929140,62,20,11
101929141,26,86,56
101929144,9,10,0
101929147,444,212,196
101929148,0,0,2
101929152,13,18,10
101929153,0,0,2
101929154,0,0,0
101929162,91,39,41
101929163,0,2,0
101929164,2,0,0
101929172,0,2,0
101929173,15,3,4
101929176,44,37,56
101929180,0,0,0
101929181,3,4,0
101929184,8,6,11
101929185,160,139,85
101929191,463,616,284
101929194,2,0,2
101929196,58,176,203
101929198,67,44,45
101929199,2,3,12
101929202,15,14,5
101929206,347,251,370
101929207,2,0,1
101929210,1,0,0
101929212,56,40,41
101929215,82,41,36
101929217,0,0,0
101929218,0,1,0
101929221,3,13,18
101929222,12,4,5
101929224,31,16,12
101929225,18,8,11
101929227,139,76,73
101929229,7,0,3
101929231,51,48,50
101929234,21,4,7
101929237,88,203,121
101929238,64,60,70
101929239,26,12,17
101929241,8,8,5
101929244,1,3,0
101929247,8,11,24
101929256,130,201,134
101929259,6,3,0
101929260,0,0,0
101929261,6,13,4
101929265,0,2,0
101929268,13,4,0
101929279,18,19,26
101929282,0,0,0
101929284,123,8,17
101929286,136,101,85
101929294,43,54,29
101929295,44,12,18
101929297,0,0,0
101929301,0,0,0
101929302,500,192,139
101929304,0,0,0
101929310,23,13,4
101929312,0,0,0
101929315,2,12,11
101929319,2,0,2
101929322,138,304,139
101929328,244,256,246
101929329,25,6,1
101929331,24,10,8
101929335,130,66,132
101929337,0,0,1
101929338,60,49,53
101929340,44,48,32
101929344,1,3,2
101929351,101,29,34
101929353,1,0,4
101929355,898,28,61
101929357,61,56,48
101929369,291,384,544
101929371,2,12,12
101929372,196,147,78
101929373,0,0,0
101929374,0,0,0
101929378,66,5,8
101929380,35,15,35
101929384,21,4,4
101929387,60,24,33
101929390,0,0,0
101929395,7,7,0
101929397,0,1,0
101929400,6,2,4
101929402,28,35,30
101929406,2,9,0
101929407,296,207,167
101929410,40,38,36
101929412,17,5,7
101929413,1,7,3
101929415,22,8,3
101929420,0,0,0
101929423,409,407,402
101929427,16,15,4
101929428,41,70,62
101929431,24,16,21
101929433,68,54,40
101929439,25,59,35
101929441,6,6,4
101929445,2,2,0
101929448,0,2,0
101929450,8,0,2
101929452,26,42,20
101929454,7,0,0
101929460,3,0,2
101929464,14,11,13
101929467,273,29,30
101929468,89,120,81
101929469,76,33,24
101929470,0,0,0
101929472,54,22,4
101929473,125,169,275
101929478,12,13,9
101929479,6,0,1
101929486,2,3,2
101929488,0,0,0
101929490,0,0,0
101929495,0,0,0
101929497,41,14,21
101929504,2,5,0
101929505,40,51,7
101929512,12,10,13
101929516,25,23,21
101929517,6,2,2
101929519,55,35,36
101929520,2,0,1
101929523,43,40,24
101929524,76,33,40
101929526,50,44,47
101929528,4,3,0
101929529,20,8,11
101929530,1,1,0
101929532,12,21,34
101929535,0,0,0
101929536,7,0,0
101929539,20,21,12
101929541,0,11,0
101929544,101,260,230
101929548,29,23,29
101929549,105,65,52
101929550,203,513,282
101929551,1,2,2
101929555,112,106,46
101929557,0,0,0
101929559,2,0,0
101929563,189,347,225
101929565,5,1,1
101929567,49,93,35
101929570,140,323,377
101929572,2,0,0
101929574,12,17,11
101929577,17,30,12
101929578,18,35,12
101929579,118,20,16
101929582,38,15,6
101929583,0,0,0
101929584,0,1,0
101929586,233,167,104
101929590,102,132,115
101929591,145,109,68
101929592,15,21,24
101929595,190,50,63
101929596,28,18,46
101929599,4,2,2
101929601,0,0,0
101929602,1,1,0
101929605,0,0,0
101929607,70,32,49
101929608,35,30,15
101929612,0,1,0
101929613,3,6,0
101929620,0,2,0
101929621,12,2,3
101929622,23,2,4
101929623,6,9,9
101929624,0,0,2
101929625,57,86,62
101929626,2,2,2
101929627,0,0,0
101929631,0,0,0
101929633,77,67,35
101929637,620,143,159
101929639,42,19,19
101929643,71,22,20
101929645,0,1,10
101929646,0,0,1
101929651,4,0,8
101929653,475,410,180
101929655,14,13,19
101929657,20,8,4
101929660,0,0,0
101929662,1,0,0
101929663,0,0,0
101929664,30,23,17
101929679,94,48,28
101929680,85,81,61
101929681,0,0,0
101929684,0,1,0
101929685,0,0,0
101929688,2,0,2
101929690,5,12,14
101929692,5,3,0
101929693,2,4,4
101929694,0,0,3
101929696,42,24,8
101929697,0,0,0
101929698,48,30,13
101929701,11,2,1
101929705,62,64,70
101929709,1568,785,860
101929710,15,17,10
101929715,16,27,21
101929716,112,57,32
101929717,103,54,28
101929718,58,41,21
101929719,18,33,13
101929721,7,7,14
101929723,5,0,3
101929728,7,3,4
101929730,41,28,7
101929733,8,3,4
101929736,45,18,15
101929741,36,17,12
101929743,53,80,62
101929745,4,0,0
101929746,17,3,9
101929747,0,0,1
101929748,349,564,752
101929753,0,0,2
101929754,97,9,7
101929760,39,14,18
101929762,46,9,15
101929765,26,30,32
101929766,0,0,0
101929767,111,71,52
101929768,18,6,8
101929771,2,0,0
101929777,0,0,0
101929780,149,106,68
101929796,174,111,67
101929798,6,1,4
101929805,21,18,19
101929806,0,0,0
101929815,0,0,0
101929818,0,0,0
101929829,0,0,0
101929839,5,5,0
101929895,151,84,79
101929897,0,0,0
101929926,0,0,2
101929950,1,2,4
101929959,129,153,33
101929983,0,0,0
101929989,4,1,1
101929998,363,328,215
10193,2200,2951,3289
101930010,23,10,16
101930023,39,3,12
101930071,40,18,20
101930085,700,627,597
101930171,0,2,0
101930332,67,95,55
101930452,28,18,7
101930746,25,8,7
101930747,0,0,0
101930748,0,2,2
101930749,1,5,6
101937451,22,8,4
10194,1865,1734,1621
10195,227,185,159
101954204,3,3,0
101954264,21,11,7
101954266,24,30,29
101954267,250,194,224
101954269,36,35,38
101954271,1290,545,286
101954272,23,9,3
101954273,372,403,343
101954275,235,115,67
101954276,6,3,21
101954277,707,769,623
101954278,191,109,73
10196,1611,1129,1140
10197,1875,1917,2022
101978719,11,24,19
101978785,5,0,2
10198,4267,3367,2839
10199,2374,1585,1887
102,6799,4410,5500
1020,570,844,895
10200,1287,1149,1329
10201,800,465,438
10202,13,16,15
10203,722,748,1036
102031319,39,17,31
10204,2413,2097,2443
10205,55,20,20
10206,2880,1589,1636
102060282,13,3,3
102060414,0,0,0
10207,2533,2051,1637
10208,1483,1306,1261
10209,6875,5356,5205
1021,3385,1745,2145
10210,2394,1761,2087
10211,0,0,4
10212,600,319,315
10213,1881,2243,2318
10214,0,0,0
10215,1405,468,699
102157401,37,15,11
102157402,0,0,0
10216,17,17,19
10217,992,1014,866
10218,98,54,54
10219,149,61,81
102191832,19,60,48
1022,2,6,9
10220,2757,1771,1881
10221,727,623,752
102216268,17,45,12
102216342,32,10,10
10223,6,8,6
102238594,95,40,54
10224,446,288,245
10225,48,14,16
10226,565,115,142
10227,354,265,240
10228,3561,3521,3689
102288414,14,13,13
10229,1912,1192,1248
10230,303,145,144
10231,4236,9421,8826
10232,13,6,22
10233,3755,352,402
10234,228,213,186
10235,363,469,265
10236,10890,6650,8008
10237,813,703,691
10238,5208,3768,4521
10239,61,63,84
1024,1355,1288,1539
10240,1687,1034,1095
10241,4818,2156,2259
10242,368,579,567
10243,2530,2957,2638
10244,792,681,673
10245,237,225,232
10246,0,0,0
102464817,0,0,0
102464823,0,0,0
102464824,0,0,0
102464825,2,0,0
102464826,0,0,0
102464827,0,0,0
102464828,1,0,0
102464829,0,4,1
102464830,10,6,7
102464831,0,0,0
102464832,10,8,6
102464833,0,0,0
102464834,0,0,0
102464835,0,2,0
102464836,2,0,0
102464837,0,0,0
102465133,0,0,0
102465134,0,0,0
102465135,0,0,0
102465136,0,0,0
102465137,0,4,2
102465138,2,0,0
102465139,2,0,0
102465140,0,0,0
102465141,0,0,0
102465246,3,1,1
102465247,1,0,2
102465248,0,0,0
102465249,0,0,0
102465250,0,0,0
102465251,1,2,1
102465252,0,0,0
102465253,1,1,0
102465254,15,8,5
102465255,6,3,8
102465256,0,2,1
102465257,3,0,3
102465427,0,0,0
102465428,25,20,12
102465429,0,0,0
102465430,2,6,7
102465431,0,0,0
102465432,148,117,110
102465433,0,0,0
102465434,2,0,0
102465435,3,1,0
102465436,0,1,0
102465437,0,0,0
102465438,0,0,0
102465439,2,2,1
102465440,0,0,0
102465441,0,0,0
102465442,1,2,1
102465443,0,3,2
102465444,0,0,0
102465445,0,0,0
102465446,2,2,3
102465447,2,1,0
102465448,10,4,8
102465449,0,0,0
102465450,0,0,0
102465451,0,0,0
102465452,0,0,0
102465453,0,0,0
102465454,23,14,10
102465455,0,0,0
102465456,4,0,1
102465457,1,0,0
102465458,0,0,0
102465459,1,0,0
102465460,0,0,0
102465461,0,0,0
102465462,0,0,0
102465463,3,0,0
102465464,0,1,5
102465465,0,0,0
102465466,0,0,0
102465467,0,0,0
102465468,0,0,0
102465469,0,0,0
102465470,1,0,0
102465471,0,0,0
102465472,0,0,0
102465473,0,0,0
102465474,0,0,0
102465475,0,0,0
102465476,0,0,0
102465477,0,0,3
102465478,1,1,0
102465479,0,0,0
102465480,0,0,0
102465481,0,0,1
102465482,0,1,0
102465483,0,0,0
102465484,2,0,1
102465485,14,3,4
102465486,0,0,0
102465487,1,0,1
102465488,1,0,0
102465489,0,0,0
102465490,0,0,0
102465491,1,1,1
102465492,0,0,0
102465493,0,0,0
102465494,0,2,2
102465495,0,0,0
102465496,2,5,0
102465497,0,0,0
102465498,0,2,0
102465499,0,0,0
102465500,0,0,0
102465501,0,0,0
102465502,0,3,1
102465503,1,1,0
102465504,0,1,0
102465505,0,0,0
102465506,0,3,0
102465507,1,1,0
102465508,12,8,1
102465509,1,0,0
102465510,0,3,3
102465511,0,0,0
102465512,0,0,0
102465513,1,0,1
102465514,0,0,0
102465515,1,0,2
102465516,0,0,0
102465517,6,0,3
102465518,0,1,1
102465519,0,1,0
102465520,0,0,0
102465521,6,0,7
102465522,3,1,2
102465523,5,4,1
102465524,0,0,0
102465525,1,1,0
102465526,0,0,0
102465527,6,1,2
102465528,0,0,0
102465529,13,9,2
102465530,1,0,0
102465531,0,1,0
102465532,4,5,2
102465533,2,0,1
102465534,0,0,0
102465535,2,0,1
102465536,0,0,1
102465537,0,0,0
102465538,0,0,0
102465539,2,2,0
102465665,1,3,1
102465666,1,1,2
102465667,1,0,2
102465668,3,1,3
102465669,1,0,1
102465683,0,0,0
102465684,0,0,0
102465688,2,4,2
102465689,1,2,1
102465690,0,0,0
102465691,0,0,0
102465692,3,3,1
102465693,0,0,0
102465694,14,17,15
102465695,0,0,0
102465696,0,0,0
102465752,0,0,0
102465753,0,2,0
102465800,0,0,0
102465801,2,0,0
102465802,0,0,0
102465803,0,0,0
102465832,1,6,10
102465833,0,0,0
102465834,0,0,0
102465835,1,0,0
102465836,0,0,0
102465837,2,2,6
102465838,0,1,0
102465839,0,0,0
102465840,0,2,0
102465841,0,0,0
102465842,18,6,11
102465854,0,0,0
102465855,0,0,0
102465856,0,0,0
102465857,1,0,2
102465858,0,0,2
102465859,7,12,18
102465860,1,0,1
102465861,4,1,5
102465862,0,1,0
102465863,0,3,2
102465864,0,0,0
102465865,0,0,0
102465866,2,2,0
102465867,1,1,0
102465868,2,3,0
102465869,0,0,0
102465870,0,0,0
102465871,0,0,0
102465872,2,0,0
102465873,0,0,0
102465874,0,0,0
102465875,1,0,1
102465876,1,0,1
102465877,1,0,0
102465878,12,5,12
102465879,1,0,0
102465880,0,1,0
102465881,2,2,0
102465882,0,0,0
102465906,0,0,0
102465907,0,0,1
102465908,0,0,0
102465909,0,0,0
102465910,2,1,1
102465944,0,0,0
102465974,1,0,1
102465975,0,0,0
102465976,1,3,0
102465977,1,0,0
102465978,0,0,0
102465985,0,0,0
102465993,0,0,0
102465995,0,0,0
102466081,15,9,3
102466103,3,0,0
102466104,0,0,0
102466162,0,0,0
102466189,0,0,0
102466190,0,0,0
102466191,0,0,0
102466192,0,0,0
102466193,3,1,1
102466194,2,1,0
102466195,2,2,0
102466196,0,0,0
102466197,0,0,0
102466198,1,0,0
102466199,0,0,1
102466200,1,1,0
102466201,0,0,0
102466202,0,0,0
102466203,1,1,0
102466204,0,0,0
102466205,0,1,0
102466222,0,0,0
102466223,0,0,0
102466225,0,2,3
102466227,0,0,0
102466235,0,0,0
102466247,3,16,4
102466250,0,0,0
102466251,0,0,0
102466252,0,0,0
102466253,5,0,0
102466259,0,0,0
102466268,0,0,0
102466270,0,0,0
102466271,0,0,0
102466515,0,0,0
102466516,4,2,0
102466518,4,3,2
102466519,0,0,1
102466615,0,0,0
102466616,26,25,20
102466656,0,0,0
102466657,8,3,4
102466658,0,0,0
102466659,1,0,0
102466719,3,0,0
102466720,0,0,0
102466721,2,0,0
102466722,0,0,0
102466723,0,0,0
102466724,12,4,2
102466725,0,0,0
102466726,0,0,0
102466727,0,0,0
102466728,0,0,1
102466729,6,4,5
102466730,2,2,2
102466731,9,5,4
102466732,1,0,0
102466733,3,1,1
102466734,0,0,0
102466735,0,0,0
102466736,0,0,0
102466737,1,0,1
102466738,1,0,0
102466739,3,0,0
102466740,1,0,0
102466741,0,0,0
102466742,2,2,0
102466743,2,0,0
102466744,2,1,1
102466745,0,0,0
102466746,0,0,1
102466747,1,4,0
102466748,6,2,1
102466749,0,0,1
102466750,2,0,0
102466751,8,5,0
102466752,0,0,0
102466753,2,2,0
102466754,0,0,0
102466755,4,0,3
102466756,0,0,0
102466757,5,5,5
102466758,1,0,0
102466759,3,0,0
102466806,0,0,0
102466812,0,0,0
102466814,9,1,0
102466815,0,1,0
102466816,0,0,0
102466854,0,0,0
102466864,0,0,0
102466865,0,0,0
102466866,0,0,1
102466872,0,0,0
102466873,0,0,0
102466874,2,4,0
102466875,1,2,0
102466876,2,0,0
102466877,0,0,0
102466878,3,0,2
102466879,0,0,0
102466880,0,0,0
102466889,0,0,0
102466906,0,1,5
102466911,0,0,0
102466912,2,2,2
102466918,0,0,0
102466953,0,0,0
102466967,0,0,0
102466972,1,0,0
102466982,0,0,0
102466983,0,7,2
102466984,0,0,0
102466985,10,8,5
102466986,1,0,0
102466995,1,2,1
102467003,4,2,3
102467004,1,0,0
102467005,0,0,0
102467073,42,21,16
102467074,2,0,0
102467075,0,0,0
102467077,0,0,0
102467079,0,0,5
102467080,6,5,7
102467081,2,0,0
102467146,32,4,3
102467147,3,12,6
102467212,27,8,10
102467213,8,14,0
102467214,18,16,6
102467216,0,0,0
102467217,0,0,0
102467222,4,4,8
102467223,1,0,0
102467224,3,1,0
102467225,2,10,2
102467226,0,0,3
102467655,2,0,0
10247,1592,1361,1388
102477328,104,8,18
10248,312,418,345
10249,1,7,2
1025,4048,2094,1908
10250,7522,3946,3765
102503427,142,6,6
102503429,4,16,7
10251,86,59,60
10252,382,359,353
102524628,24,65,33
10253,1494,1401,1548
10254,4428,2810,3171
102546175,138,22,32
102546226,159,129,81
102546227,9,17,10
102546228,2,1,0
102546229,0,11,2
102546294,242,147,115
102546298,21,2,2
102546299,45,30,36
10255,0,0,0
102557615,0,2,0
10256,64,42,37
10257,2154,685,881
102577424,19,21,17
102577426,1,6,2
102578074,3,4,6
1026,474,119,165
10260,7273,6520,6288
102606463,258,100,123
102606465,138,102,113
102606466,0,0,0
10261,375,227,193
10262,432,255,238
10263,340,174,212
10265,154,2,4
102659288,6,15,11
102659353,564,678,782
10266,102,64,53
10267,1213,719,612
10268,103,51,45
102682016,327,211,95
10269,3172,2160,2730
1027,4057,2608,2628
10270,1809,1500,1015
10272,236,139,98
102723099,37,80,73
102723165,0,2,0
102723166,46,27,30
102723167,180,151,195
102723316,38,20,5
102723318,3,8,4
102723320,6,0,1
102723322,14,3,7
102723330,0,1,0
102723332,60,28,14
102723335,44,21,20
102723344,2,0,3
102723354,48,25,22
102723356,30,44,42
102723360,0,0,2
102723362,0,1,2
102723373,0,0,1
102723376,0,0,0
102723377,3,0,0
102723378,0,0,0
102723382,0,0,0
102723383,0,0,0
102723385,26,12,13
102723390,174,365,172
102723394,0,0,1
102723407,0,0,0
102723418,22,7,6
102723422,28,55,22
102723426,8,8,3
102723427,0,0,0
102723439,75,44,62
102723448,0,4,0
102723451,0,0,0
102723475,83,0,0
102723481,1,0,0
102723483,3,1,11
102723487,12,7,2
102723502,0,0,0
102723503,150,66,72
102723505,12,1,9
102723508,440,333,259
102723510,32,28,15
102723513,48,7,13
102723517,7,2,1
102723526,2,16,32
102723532,0,0,0
102723534,4,6,0
102723544,12,9,9
102723547,0,0,0
102723550,4,2,0
102723553,0,0,0
102723555,3,0,0
102723562,4,2,1
102723566,51,12,20
102723578,0,0,0
102723582,41,32,37
102723590,24,11,3
102723604,44,27,49
102723605,77,17,15
102723613,0,0,0
102723617,0,0,0
102723623,0,0,1
102723631,13,6,3
102723637,0,0,0
102723641,9,3,5
102723644,2,0,0
102723649,0,1,0
102723655,0,0,0
102723661,0,0,1
102723665,91,96,109
102723680,0,0,0
102723701,35,30,29
102723703,19,35,19
102723704,39,49,22
102723709,8,6,3
102723713,0,0,0
102723722,0,0,0
102723727,4,1,0
102723728,25,10,19
102723729,3,2,0
102723730,4,9,0
102723737,0,0,0
102723742,0,3,3
102723743,237,139,133
102723750,53,33,32
102723754,0,0,0
102723766,18,14,6
102723769,6,3,0
102723775,53,35,47
102723778,0,1,0
102723780,17,26,13
102723788,53,36,21
102723796,2,0,0
102723809,73,11,32
102723818,4,0,4
102723822,0,0,0
102723824,16,10,10
102723828,2,0,31
102723831,0,2,0
102723833,0,0,0
102723838,0,0,0
102723849,4,3,0
102723854,101,24,32
102723859,36,31,18
102723872,1,0,0
102723875,0,0,0
102723883,4,1,0
102723885,39,27,25
102723886,106,100,57
102723891,0,0,0
102723895,27,141,105
102723896,60,41,35
102723897,118,53,60
102723899,7,32,14
102723912,0,0,0
102723927,0,0,0
102723930,0,0,0
102723955,10,8,0
102723963,0,0,0
102723968,0,0,4
102723971,0,0,0
102723989,260,13,21
102723996,159,31,12
102724000,0,3,0
102724009,30,18,11
102724014,0,0,0
102724020,0,0,0
102724023,435,296,316
102724034,2,0,2
102724050,16,7,10
102724052,0,0,0
102724053,0,0,0
102724058,14,17,6
102724062,1,0,0
102724064,38,35,30
102724076,0,0,0
102724077,15,22,13
102724084,7,4,2
102724094,19,21,22
102724096,11,16,5
102724097,1,3,0
102724101,0,0,0
102724105,346,180,203
102724112,27,32,19
102724123,0,0,0
102724127,0,0,0
102724134,0,0,0
102724135,10,5,0
102724153,2,0,0
102724156,12,25,14
102724159,400,275,234
102724163,13,21,13
102724164,173,106,86
102724167,134,130,247
102724175,2,0,0
102724179,0,0,0
102724183,8,7,10
102724184,2,0,1
102724188,0,0,0
102724190,2,11,4
102724196,723,560,757
102724197,0,0,0
102724200,417,325,396
102724201,1,0,1
102724205,0,0,0
102724207,4,0,1
102724219,2,0,2
102724224,4,4,5
102724229,4,0,0
102724235,46,19,35
102724237,0,0,0
102724238,8,10,16
102724241,0,1,0
102724246,32,9,1
102724250,0,0,0
102724258,0,1,1
102724279,0,0,0
102724284,3,3,4
102724297,24,4,4
102724300,0,0,0
102724301,23,14,14
102724307,68,51,43
102724312,513,80,86
102724316,2010,1732,1740
102724321,0,0,0
102724323,0,0,0
102724326,0,0,0
102724329,10,5,0
102724332,0,1,0
102724333,0,0,0
102724334,2,0,1
102724341,19,29,16
102724352,66,88,73
102724357,0,0,0
102724368,8,4,2
102724371,41,50,58
102724378,20,27,18
102724383,137,73,92
102724385,2,4,6
102724386,10,0,0
102724398,4,2,0
