Geneid,featureCounts on data 230: Counts_HISAT2 on data 2 and data 1: aligned reads (BAM),featureCounts on data 232: Counts_HISAT2 on data 4 and data 3: aligned reads (BAM),featureCounts on data 234: Counts_HISAT2 on data 6 and data 5: aligned reads (BAM),featureCounts on data 236: Counts_HISAT2 on data 8 and data 7: aligned reads (BAM),featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 250: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 254: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 262: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 282: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM)
162282,701,1020,641,365,1645,306,352,450,442,230,587
162333,147,132,324,60,1145,104,50,105,91,74,170
162387,8,2,2,2,0,0,2,4,0,2,2
162394,1037,1034,499,455,1403,643,702,559,519,458,554
162417,41,43,23,28,37,44,37,55,45,15,25
162427,2081,1592,1077,1065,1649,1631,1525,1604,1487,941,1346
162461,0,0,6,16,4,12,4,5,3,6,4
162466,41,37,18,29,38,45,34,32,18,30,22
162494,586,594,247,430,584,772,561,489,647,374,312
162514,967,709,335,339,980,378,372,660,446,269,630
162515,14,18,13,6,63,19,20,19,31,15,21
162517,6,10,3,9,8,19,1,14,11,4,5
162540,0,0,0,0,0,2,0,0,0,0,0
162605,0,0,0,0,0,0,0,0,0,0,0
162632,1793,1658,1272,1968,1137,1957,952,2013,791,1520,274
162655,1254,1065,1079,870,1282,1372,1286,1244,1127,916,1145
162681,668,443,258,185,584,207,228,316,219,165,332
162699,0,0,0,0,0,2,0,1,2,3,0
1627,2568,3063,2430,2329,2814,2890,2834,2903,2644,2341,1992
1628,395,521,481,377,870,821,631,573,589,438,569
1629,4583,3648,2780,2339,3711,3220,3183,3802,3075,2545,2777
162962,799,702,524,567,685,599,579,721,527,480,531
162963,632,621,318,337,659,415,464,565,396,320,490
162966,217,107,112,56,276,84,81,129,61,83,89
162967,1410,1420,989,866,1435,1199,977,1745,1178,1069,1000
162968,173,142,141,117,276,187,107,175,210,89,109
162972,866,926,578,702,1028,799,742,1000,796,486,730
162979,4,5,9,7,15,14,5,11,3,4,13
162989,578,420,328,269,449,450,503,375,326,229,315
162993,1086,1193,715,870,1364,913,877,1163,1043,722,777
162998,4,3,4,0,3,5,0,3,10,1,0
163,18641,18244,12962,10548,13054,15429,17651,14107,11975,10138,11178
1630,1164,1771,1146,764,1279,1579,980,1462,1164,829,1724
163033,56,76,59,50,117,91,99,123,94,66,48
163049,2121,1737,1159,963,1956,1554,1470,1558,1153,986,1277
163050,1444,1166,807,808,1451,882,870,1025,911,710,908
163051,1418,1257,1006,790,1370,1061,1105,1188,977,752,1217
163059,467,531,389,342,450,430,356,413,411,308,398
163071,121,119,58,92,101,83,81,112,81,53,105
163081,779,648,552,585,592,626,526,675,584,506,502
163087,613,495,324,305,545,433,356,548,337,257,369
163115,505,575,313,350,454,463,466,512,558,370,513
163126,812,443,508,382,469,543,643,515,384,454,421
163131,3469,3693,2784,2446,3182,2962,3015,3667,3151,2315,3157
163154,18,11,16,14,51,27,5,31,17,7,19
163175,1921,1492,1085,1077,2934,1862,1585,2238,2024,1768,1142
163183,15,36,20,23,31,30,9,58,20,9,20
1632,223,185,99,94,294,169,150,154,160,147,102
163223,45,55,17,15,24,6,16,39,22,13,26
163227,15,18,24,8,22,15,21,21,15,27,13
163255,1584,1665,1097,1121,1066,1506,1529,1477,1232,1069,1335
163259,164,197,203,159,334,154,158,190,141,195,203
1633,3466,2111,2106,1604,2018,1949,2056,1800,1389,1681,2002
163351,42,35,18,23,38,30,12,22,36,20,22
1634,1273,1339,753,905,1595,1360,1144,996,858,974,904
163404,1591,1024,1195,1182,695,1250,1516,1264,1226,1035,1157
163479,150,70,99,48,361,48,83,43,46,25,54
163486,2045,1856,1456,1142,1896,1353,1495,1649,1394,1122,2002
1635,2119,1605,1231,1138,1830,1565,1737,1599,1428,1194,1162
163589,153,373,255,90,215,232,179,282,231,118,179
163590,7594,6803,4317,4119,6237,5374,5948,5805,5241,3686,4771
1636,125,123,103,143,165,181,184,236,193,173,131
163688,10,22,21,16,27,16,4,23,23,16,8
163702,73,85,53,23,180,46,55,57,47,50,89
163720,19,21,11,19,14,11,30,50,31,14,9
163732,39,34,41,19,83,29,22,19,24,16,31
163742,0,0,0,0,0,0,0,0,0,0,0
163747,11,27,19,27,27,19,20,42,26,12,36
163778,2,0,0,0,0,0,0,0,0,0,0
163782,310,566,78,71,71,50,72,264,63,49,135
163786,527,469,233,256,638,271,249,387,340,271,308
1638,360,279,342,188,434,309,268,269,276,269,332
163859,2844,2076,1129,1213,2498,1570,1736,1972,1645,1267,1452
163882,4668,3030,2943,2337,2448,3850,4103,2982,2469,2908,2206
1639,25136,20141,16449,16363,19556,21686,22203,20990,19365,15485,11565
163933,246,280,102,142,172,183,190,251,194,103,168
164,9151,6990,4948,3808,6650,5287,5831,5495,4540,3795,4749
164045,673,1327,398,485,753,733,525,652,465,388,502
164091,493,402,355,310,843,398,374,376,497,225,350
1641,1551,1720,1398,1680,1058,1697,1846,1716,1853,1359,1448
164118,0,2,1,4,7,13,1,4,6,0,3
164127,5,6,6,2,7,6,10,4,8,10,4
164153,5,0,0,2,6,7,3,7,4,5,2
1642,13084,9661,7792,5380,14480,8008,8959,7418,5924,5179,6361
164237,11,2,19,0,15,1,2,7,14,1,9
164284,21,22,17,45,54,44,16,42,41,17,26
1643,303,180,109,132,321,149,183,212,141,148,131
164312,20,59,50,30,48,39,32,63,66,23,59
164380,0,0,1,0,2,2,0,0,0,0,0
164395,554,591,617,236,1905,177,156,317,287,161,483
1644,28,43,28,33,25,12,24,35,16,8,78
1645,237,248,72,110,50,249,144,175,100,183,111
164592,5,19,13,12,27,12,11,22,25,35,7
1646,408,336,162,141,204,237,209,211,159,151,134
164633,277,210,81,150,106,93,132,244,199,68,109
164656,11,12,19,11,16,4,2,4,6,1,14
164668,7,8,8,2,34,17,15,20,17,2,11
164684,139,171,102,83,308,118,89,179,137,95,151
1647,756,678,320,400,668,470,544,700,410,365,435
164714,3,8,0,3,7,2,3,2,7,1,4
164781,570,458,519,160,2438,134,244,185,122,50,539
164832,27725,29010,21343,17414,15945,21612,28806,24908,21156,16360,23390
1649,534,766,266,284,575,457,463,598,333,319,374
165,4680,4036,1641,621,6240,1336,619,1539,1123,264,2448
1650,1593,1115,900,630,1363,1031,988,928,679,556,780
165055,589,520,409,361,883,315,386,599,375,372,378
165082,56,84,50,55,113,80,63,77,86,28,71
165100,0,0,3,0,4,0,0,0,2,0,0
165140,22,46,20,83,92,63,34,85,99,35,50
165186,490,786,653,133,2394,261,146,184,208,117,536
1652,0,0,0,0,0,0,0,0,0,0,0
165215,36641,22408,21066,18192,19985,21267,28087,25688,22552,14941,21880
165257,71,84,57,52,87,105,112,60,89,102,50
1653,9489,6576,5747,3827,5984,6146,6698,5494,4221,4329,4566
165324,1706,1264,651,638,1418,755,799,1073,849,839,900
1654,23486,17462,10885,8341,16284,12316,12354,12476,9259,8207,11826
1655,28962,25628,19546,14680,32284,17182,18822,20559,16308,13494,21160
165530,2,4,2,5,17,11,2,2,16,14,0
165545,7,11,6,16,7,14,9,15,21,16,2
1656,27520,22329,15884,12184,22703,17769,19457,18440,16307,13646,18148
165631,31,49,98,19,224,31,20,35,17,28,48
165679,435,298,314,268,259,814,353,321,263,322,166
1657,13903,11292,7397,6149,9911,8852,9622,9542,7792,6819,7806
165721,3,0,0,3,0,4,0,0,4,2,0
165829,118,77,92,79,221,52,82,76,100,62,81
1659,3145,2910,1844,2076,3258,2384,2235,2794,2464,2042,2111
165904,46,29,16,21,33,23,24,28,16,12,18
165918,2737,2652,1561,1649,2420,1873,1817,2518,1986,1807,1667
166,6374,5142,4365,4568,5862,8847,8186,7231,7239,6552,3564
1660,11581,7801,5893,4072,8593,5466,6085,5988,4395,4495,6373
166012,6,4,6,6,6,6,4,6,8,2,0
1662,2893,2310,2024,1894,2215,2219,2152,2300,2095,2029,2002
1663,245,215,132,251,379,161,43,392,368,292,267
166336,6490,5025,3954,3944,4030,4514,5246,5289,4742,3937,3313
166348,719,511,403,391,695,612,508,832,534,357,458
166378,1902,1602,855,912,1497,1172,1161,1558,1066,984,1143
166379,643,628,454,287,708,350,450,322,272,240,483
1665,5954,4406,3063,2369,5237,3330,3709,4091,2733,2719,3519
1666,1722,1768,995,972,1840,1197,1191,1494,1106,1083,1398
166614,6573,5480,3769,3201,6195,4223,4408,4901,4599,3180,4997
166647,6240,5006,2606,1877,5898,2272,2999,3722,3548,1510,3665
166655,0,0,0,0,0,0,3,0,0,0,0
1667,0,0,0,0,0,0,0,0,0,0,0
166752,625,429,1386,898,290,1437,1167,322,893,1068,108
166785,1093,945,594,436,797,623,888,821,660,461,757
166793,356,376,213,271,361,345,277,435,317,262,327
1668,0,0,0,0,0,0,0,2,0,0,0
166815,410,271,159,189,296,243,235,273,197,154,304
166824,5,3,9,1,30,0,0,10,9,9,0
166863,37,22,13,9,39,9,9,7,8,8,20
1669,0,0,1,0,0,0,0,0,0,0,0
166929,1683,1457,1256,281,3176,534,384,729,628,320,784
166968,3358,2246,1508,1102,2376,1656,1569,1896,1488,1157,1868
166979,0,12,2,2,9,2,2,3,1,2,8
167,1,0,0,0,0,0,0,2,0,0,0
1670,0,0,0,0,2,0,2,0,0,2,2
1671,0,0,0,0,0,0,0,0,0,0,0
167127,6,33,2,2,0,0,6,16,1,2,8
167153,2443,1977,1602,1107,2684,1846,1680,2206,1564,1190,1949
1672,0,5,0,0,0,0,0,0,0,0,4
167227,6712,4295,3565,2658,3987,4237,4680,4585,3254,3662,3434
1673,0,0,0,0,0,0,0,0,0,0,0
167359,1312,1119,865,691,1349,1292,1000,1033,999,940,918
1674,16,19,26,13,12,23,17,17,19,28,12
167410,5804,3899,1972,1629,4997,1382,1987,2729,2061,1049,3354
167465,152,193,131,108,210,184,177,187,118,143,121
1675,0,0,0,0,0,0,0,0,0,0,0
167555,321,255,214,183,365,278,232,345,269,253,182
1676,1627,1339,710,652,1424,986,1006,1102,856,865,848
167681,690,532,410,793,366,302,668,741,715,297,527
167691,3418,2746,1958,1103,5431,1414,1726,1823,1435,1073,2081
1677,355,335,237,255,382,381,321,389,340,229,236
1678,278,268,217,178,216,212,210,221,179,168,200
167826,0,0,0,0,0,0,0,0,0,0,0
167838,539,387,280,186,692,247,332,398,199,233,478
168002,22,39,86,16,93,23,21,46,26,10,127
168090,356,325,640,69,2231,49,41,100,77,46,270
168374,1491,1026,734,747,1178,755,935,974,778,692,910
168391,60,19,31,34,37,75,59,47,63,62,17
168400,36,53,49,12,51,28,37,35,28,17,38
168417,0,0,1,4,2,8,1,2,1,3,5
168433,17,39,14,20,33,64,45,30,24,51,23
168448,65,54,31,34,82,59,58,63,56,41,20
168451,4705,2772,2157,1595,2619,1965,2332,2063,1843,1641,2168
168455,509,359,344,218,400,244,518,375,358,239,308
168507,144,233,147,121,314,295,98,266,176,200,268
168537,325,167,177,95,302,259,185,233,152,222,176
168544,148,108,123,140,255,252,148,279,184,223,211
168620,11,16,9,13,10,20,24,13,9,7,5
168667,1060,588,612,592,612,1086,872,1024,939,774,397
1687,1086,628,564,533,1007,609,510,621,726,365,611
168741,0,2,0,4,0,6,0,4,6,4,0
168850,4429,4239,2833,2401,4598,2955,3204,4058,3312,2055,3317
168975,12,17,0,1,9,0,0,4,7,3,9
1690,334,392,806,202,680,188,351,324,247,164,1331
169026,17,37,82,35,39,35,68,61,26,17,147
169044,206,330,317,188,749,178,205,460,176,220,205
169166,163,208,20,33,417,36,72,109,62,31,24
169200,1810,1130,698,368,1333,618,754,695,480,454,824
169270,722,811,546,477,892,570,511,652,471,348,544
169355,3,2,0,2,2,8,1,3,8,3,0
169436,95,88,74,92,159,167,120,135,175,84,85
169522,53,124,101,123,91,139,114,134,148,81,93
169611,201,119,88,92,153,112,122,135,133,70,89
169693,42,19,14,21,29,25,12,18,12,8,32
169714,797,808,562,459,1093,622,726,814,636,457,586
169792,1811,1459,906,515,2864,648,413,762,755,449,818
169834,898,980,944,1131,929,953,964,1114,1203,698,669
169841,305,282,292,252,379,422,338,467,353,248,231
169966,2,0,0,0,5,0,0,0,0,0,2
169981,2440,2205,1634,1354,1691,1925,1988,1979,1679,1218,1638
170062,0,0,0,0,0,4,0,0,2,0,0
170067,2,4,0,0,0,0,4,4,0,0,0
170082,392,301,125,116,339,181,235,218,205,134,217
170261,2396,3636,1697,1618,1528,1356,2564,1996,1347,1174,2291
170302,301,380,335,360,546,488,402,420,365,373,278
170370,0,0,0,0,4,0,0,0,0,0,0
170371,592,367,166,113,426,143,151,317,89,110,236
170384,780,644,394,404,657,591,454,522,434,356,380
170392,3,8,2,3,4,5,4,3,8,6,13
170393,0,0,0,0,0,2,0,0,2,0,0
170394,133,152,148,101,175,211,203,237,221,155,140
170425,12,15,7,3,27,0,2,5,6,0,2
170463,381,349,264,444,701,530,423,572,607,457,352
170482,0,6,0,0,0,0,0,0,2,0,0
170487,17,37,26,48,56,53,26,68,43,31,21
170506,4013,3912,2795,2311,3205,3179,3064,3265,2570,2596,3218
170572,2,0,2,5,2,5,4,1,3,1,1
170575,97,65,56,82,149,82,76,100,52,60,91
170589,9,21,4,10,24,12,13,27,17,8,6
170591,57,40,30,27,76,18,13,48,14,27,57
170622,1145,854,529,612,797,531,635,899,441,619,673
170626,0,0,0,2,0,0,0,1,0,0,0
170627,0,0,0,0,2,0,0,0,0,0,0
170679,0,0,0,0,0,0,0,0,0,0,0
170680,0,0,0,0,0,0,0,0,0,0,0
170685,923,808,637,508,500,627,1043,667,489,476,588
170688,12,1,6,4,2,8,6,1,5,4,2
170689,36,53,28,53,66,30,22,55,53,32,40
170690,209,308,221,377,314,261,424,419,470,281,107
170691,266,333,193,193,434,429,194,418,432,304,265
170692,1176,39,199,49,993,121,315,543,94,62,266
170712,1,0,1,0,0,0,0,2,5,0,0
170825,2,13,3,11,9,6,8,11,8,12,27
170850,449,433,452,345,360,435,766,322,337,298,390
170949,0,0,0,0,0,0,0,0,0,0,0
170954,0,0,0,0,0,0,0,0,0,0,0
170958,1199,748,498,598,905,796,636,956,538,648,585
170959,1265,1264,749,856,1340,882,795,1153,978,677,939
170960,4044,4210,3477,3790,4610,4182,3650,5200,4399,3606,3088
170961,738,653,798,1151,1171,2378,1224,1861,2122,1992,426
171017,1091,991,696,633,1440,936,813,1015,909,622,730
171019,925,749,729,1153,906,928,1195,1423,1339,1259,600
171022,3,6,3,1,7,2,2,3,2,2,0
171023,2620,2711,1717,1836,3937,2477,2117,2493,2474,1595,1974
171024,7665,4706,3702,2045,9066,3196,3396,3559,2954,2299,3022
171169,2,0,0,0,0,0,0,0,0,0,0
171177,74,83,54,77,42,39,57,54,42,76,41
171220,256,264,177,132,242,162,250,227,200,164,188
171389,0,0,4,0,4,4,2,0,0,0,0
171391,176,161,142,124,240,171,103,178,190,68,110
171392,1902,1300,1157,1088,1060,1231,1428,1226,1166,1116,967
171423,899,763,508,356,868,483,474,704,456,431,482
171425,690,748,503,413,928,574,349,582,586,411,526
171482,0,0,0,0,4,4,2,0,0,2,2
171483,0,8,4,3,1,1,4,2,3,11,3
171484,24,4,13,11,6,6,30,24,27,23,4
171546,1066,871,634,486,857,530,599,798,614,416,660
171558,0,0,0,2,3,0,0,1,1,0,0
171568,1450,1402,885,846,1593,1318,1092,1286,1120,988,951
171586,271,412,181,181,341,203,220,347,217,175,279
1716,473,395,303,211,469,399,430,417,369,279,345
1717,756,645,377,368,800,567,660,575,414,328,370
1718,7282,5973,3472,2309,3711,5474,6206,3632,3517,1686,2414
1719,704,646,314,239,404,487,359,429,369,129,302
172,506,699,405,571,1014,632,400,826,679,577,468
1720,0,0,0,0,0,0,0,0,0,0,0
1723,443,400,213,246,497,302,294,376,269,205,296
1725,1347,956,716,643,1171,1008,846,924,591,588,770
1727,1498,1630,878,834,2143,1164,1178,1463,1342,907,1140
1728,1195,780,567,359,1502,587,660,1039,933,719,720
1729,2264,2961,2173,2408,3199,2648,2666,3089,3483,2457,2168
173,1,0,0,0,0,0,0,0,2,0,0
1730,1685,1732,1517,1568,1605,1214,1633,1611,1318,1560,1946
1731,77,94,41,69,149,94,102,103,114,68,71
1733,15,34,13,16,47,23,20,25,41,9,27
1734,4968,4399,4609,6630,3116,6407,5404,12669,8132,9472,1820
1735,10,15,16,8,15,16,25,8,8,2,22
1736,1903,1534,1088,797,1829,1070,1226,1271,889,760,1123
1737,2669,2293,1723,1355,2380,2059,2272,1997,1414,1532,1702
1738,7450,6334,4689,3373,4883,4835,5386,5135,3730,3735,4200
1739,19848,12575,8903,7780,14794,10974,10276,12900,9418,9549,11499
174,5,0,8,4,2,6,2,3,11,3,2
1740,31474,23770,18155,23139,19797,24539,26743,28922,26167,27177,15079
1741,6661,5416,4492,3757,3541,5181,5938,4695,4060,3884,3821
1742,6711,6367,5793,7130,6852,9320,9431,9650,11370,8647,5278
1743,1321,1314,833,673,1295,1103,929,1242,923,757,803
1744,183,231,232,184,229,261,161,333,338,127,182
1745,426,672,315,471,290,598,405,436,499,481,257
1746,28,85,30,47,44,80,46,41,45,61,45
1747,0,2,12,0,10,4,0,0,10,2,0
1748,0,4,0,2,4,7,0,0,8,0,0
1749,104,334,101,97,95,83,117,144,119,91,229
175,1967,767,671,418,1237,574,827,588,411,328,515
1750,175,481,208,147,149,154,151,240,127,146,356
1755,94,67,20,12,59,15,16,9,6,5,5
1756,18808,16343,13018,17208,24117,16438,18239,23657,20529,19094,8720
1757,85,138,48,74,132,93,68,175,120,68,107
1758,8,2,3,6,0,0,4,5,0,1,4
1759,17402,12697,13348,10558,9074,22929,21803,14948,14294,11784,6990
176,89,154,66,21,152,71,53,57,57,43,61
1760,514,811,460,758,1310,747,492,1268,1011,717,508
1761,2,3,0,0,0,0,0,3,0,0,0
1762,1093,1246,981,1102,1686,1382,1248,1611,1587,1172,976
1763,585,571,396,378,658,519,431,704,531,423,366
1767,2533,1863,2749,988,9723,653,1053,1143,1000,926,1775
1768,3585,3897,5667,2431,13420,2549,2510,3259,2680,2589,3512
1769,46,91,49,51,82,34,41,75,72,33,88
177,0,0,0,0,0,0,0,0,0,2,0
1770,2861,2719,7836,663,21762,641,493,812,1014,523,2893
1773,321,379,183,276,472,343,181,561,391,232,286
1774,263,298,217,166,368,275,341,274,292,215,226
1775,20,30,10,23,37,27,14,51,28,12,23
1776,1,4,2,0,2,0,0,0,1,2,0
1777,464,381,260,235,599,364,360,442,271,188,332
1778,98741,85831,54787,53990,69346,77832,82500,74547,61925,55669,47074
178,7103,5153,3576,3632,4305,3754,4646,4768,3963,3265,4277
1780,7716,6176,4568,3776,3468,6805,7768,5284,4615,4059,3437
1781,12606,8282,4528,3999,8181,4753,5237,6321,4259,4124,4981
1783,32935,25633,11584,8658,27750,14047,14327,17570,14617,9946,13940
1785,2459,2696,1137,1270,3273,1341,1204,2234,1636,1208,1431
1786,3160,3056,1784,1967,3748,2468,2212,3201,2565,2227,1885
1787,1137,1193,1248,574,2331,730,713,854,825,471,1330
1788,1393,1954,1088,1519,2394,1517,1266,2349,2150,1218,1558
1789,72,123,76,64,150,134,88,125,110,100,94
1791,5,6,0,0,2,0,0,2,4,0,2
1793,9767,9473,3734,3653,10477,4215,3988,7216,5653,3834,6138
1794,1335,1081,666,657,1782,521,622,1285,320,642,807
1795,12911,11685,9637,9560,10252,15831,13645,12805,13043,10152,7331
1796,121,64,49,58,191,50,72,118,52,44,76
1797,0,0,0,0,0,0,0,0,0,0,0
1798,325,228,186,160,359,318,210,233,187,131,165
18,14864,15924,10430,9151,17094,12780,13015,13684,12184,10856,12737
1800,0,2,4,3,2,0,0,2,0,0,0
1801,340,378,270,261,444,387,290,427,351,263,248
1802,392,375,255,239,442,380,349,352,306,250,278
1803,244,103,135,159,102,174,184,210,168,141,108
1804,9094,8453,7454,5236,6930,9145,8318,5817,5734,5501,6074
1805,19,18,13,23,10,23,18,28,31,8,12
1806,3608,3277,1872,2629,3804,1674,3009,3821,3043,2585,2567
1807,77,107,98,68,73,119,74,210,71,80,122
1808,101546,63141,39938,30963,67783,54632,62693,55460,45687,30927,39599
1809,16215,13757,7936,6300,18075,4636,8281,8757,6898,3818,8858
181,14,14,16,18,34,17,7,24,17,7,11
1810,3241,1988,1887,1295,2461,2076,2187,2133,1497,1436,1812
1811,31,18,11,15,48,19,4,17,13,5,21
1812,1160,598,1287,531,1549,619,1141,727,680,391,3003
1813,76,210,178,62,240,20,46,104,38,21,491
1814,16,73,103,14,96,8,10,47,8,7,387
1815,0,0,0,0,0,0,0,0,1,1,0
1816,248,165,89,97,75,134,249,206,114,71,52
1818,2,4,0,6,0,1,0,0,2,10,0
1819,565,525,282,318,463,328,373,404,303,275,328
182,932,1006,652,537,1025,694,682,953,709,611,1234
1820,74,54,62,63,117,111,70,102,96,90,50
1821,1740,1599,1715,1618,1838,3503,2350,2190,2528,1879,1794
1822,2467,3945,1905,3047,5138,3461,2699,4748,5237,3002,2329
1823,103,43,51,10,56,71,32,50,64,62,68
1824,852,546,408,420,793,371,435,758,499,340,553
1825,12,11,0,1,4,2,13,14,0,1,5
1826,2317,3488,1495,2337,2596,2866,2201,3688,3174,2254,1574
1827,4335,3456,1971,1414,2797,2035,2196,2219,1698,1445,2211
1828,68,58,48,30,98,30,48,66,52,31,53
1829,180,48,138,54,422,23,48,37,45,29,98
183,3200,6917,2855,1942,9299,2902,3154,3666,3044,1455,3304
1830,13,2,87,8,7,30,28,6,9,18,2
1831,2074,1991,990,1072,2043,1867,1631,2026,1250,1265,1125
1832,346,497,252,167,434,472,260,470,277,358,313
1833,1,2,0,0,0,1,0,0,0,3,1
1834,4,8,8,9,5,18,8,15,6,8,18
1836,980,855,582,316,948,521,656,788,505,385,696
1837,28815,31600,15341,13835,37810,16421,17055,24194,19793,14555,24814
1838,1688,1891,1278,1606,1838,1948,1675,1931,1783,1643,1285
1839,690,490,221,187,555,274,212,281,268,159,267
1840,924,985,564,734,1276,1014,931,994,1085,801,699
1841,176,138,72,121,161,109,104,115,123,82,82
1842,1770,1130,1004,229,4534,363,269,278,300,152,818
1843,1729,3068,439,556,1258,1201,753,590,1062,304,375
1844,93,97,69,47,37,122,81,71,45,49,41
1845,5985,4117,3828,3320,3444,5649,5321,4740,4138,5017,2586
1846,435,521,235,384,251,226,382,425,576,255,275
1847,192,239,147,146,166,158,165,209,238,102,171
1848,1680,1007,1032,591,619,1228,1113,1022,892,612,459
1849,1154,903,693,668,1124,1321,1062,992,1312,863,551
185,5,11,6,2,15,2,2,4,4,4,1
1850,4,1,0,0,0,6,2,0,0,0,0
1852,23,40,36,63,94,28,24,43,86,35,54
1854,2298,1549,1113,934,1822,1233,1657,1257,994,1151,1290
1855,1658,1169,981,1190,1494,1625,1593,1823,1468,1628,778
1856,421,415,295,268,712,395,311,443,424,215,269
1857,1925,1731,1217,1292,2508,1757,1578,1785,1544,1195,1181
1859,10128,7726,6510,5502,7819,7795,8515,8202,6458,6330,6694
186,0,0,0,0,2,0,2,0,0,0,0
1861,1423,1004,765,595,987,1069,950,1001,772,624,750
1869,71,54,51,45,119,114,66,102,74,65,40
187,4406,3608,918,727,5843,759,1451,1234,1110,159,2511
1870,4,5,0,0,3,4,1,6,3,0,4
1871,935,868,726,595,625,818,956,935,945,595,697
1874,768,685,533,447,958,712,644,945,696,541,518
1875,328,197,199,151,380,134,211,165,119,121,188
1876,456,471,305,273,409,412,392,413,261,251,293
1877,491,464,283,364,605,533,433,561,444,351,248
1879,234,301,204,146,372,274,190,251,214,214,284
1880,485,762,240,177,355,235,242,362,190,133,366
1889,1882,1560,885,805,2424,1460,1154,1352,1466,979,1125
189,0,0,0,0,0,0,0,0,0,0,0
1890,95,111,252,32,779,39,36,38,10,18,89
1891,918,1010,684,558,1232,610,754,665,527,346,527
1892,2175,1637,1054,997,1847,1671,1816,1734,1286,1233,1213
1893,130,128,134,121,230,278,211,322,209,174,89
1894,1294,704,652,415,580,636,679,577,429,577,568
1896,168,142,58,50,106,60,67,127,62,26,99
19,6966,6608,3647,2541,8641,2000,2613,4749,3550,2272,6964
190,13,12,12,20,14,19,10,22,18,14,20
1901,2824,3111,1534,1676,2511,1620,2372,2745,2785,1358,2365
1902,14587,9112,2282,1655,12326,3077,2828,6225,5620,1813,4679
1903,878,434,378,201,1010,283,237,224,278,200,333
1906,114,100,138,194,123,185,151,270,184,143,98
1907,0,3,0,0,0,0,0,2,4,0,0
1908,120,163,91,48,134,152,131,145,66,142,102
1909,173,214,79,67,96,165,107,130,150,149,105
191,1577,1214,814,650,1122,971,1040,875,625,658,844
1910,10372,10541,4297,5007,5451,3351,6743,7591,7562,2761,8198
1911,792,957,608,590,1650,939,646,968,963,748,771
1912,1971,1880,1142,1026,2415,1639,1458,1834,1626,1025,1368
1915,61360,45681,26176,24682,52986,25388,28486,38033,23928,24623,41553
191585,98,365,110,144,196,207,142,161,198,91,102
1917,7517,7301,5609,5799,5011,10477,9745,9081,7032,6751,3832
192111,1079,988,687,684,824,965,1194,928,721,711,589
192134,0,1,1,3,3,2,0,0,5,0,0
192286,331,265,174,234,393,282,276,258,246,218,232
192666,0,0,0,0,0,4,0,0,0,0,2
192668,154,110,96,124,270,131,142,135,187,114,91
192669,5494,5783,3251,3016,5652,3883,4213,5148,4350,2960,4253
192670,3336,2876,2217,1954,3813,2564,2354,2797,2854,1785,2715
192683,4627,4294,3536,3349,3710,6750,6436,4707,5219,3362,2895
1933,6149,4834,2985,3233,4829,3287,3613,4547,2851,3270,4001
1936,139,87,13,17,259,48,62,105,11,7,10
193629,5,6,3,6,2,3,0,6,3,0,4
1937,8531,7299,4203,4733,9853,5523,6369,7437,5044,4460,6270
1938,24455,18487,14340,17288,24891,26456,21611,25318,24590,25375,15563
1939,831,662,509,451,1208,658,647,788,556,501,632
1942,430,277,135,94,468,122,117,250,113,60,230
1943,23,26,16,11,24,12,8,20,20,15,19
1944,456,412,392,296,268,364,474,316,390,271,427
1945,26,17,14,16,34,20,16,25,15,8,31
