compound,num_concordant,num_discordant,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Vorinostat,15,10,NA,0.50311535,-0.48047205,-0.49495067,0.44030419,0.6355123,0.61226626,0.43232074,-0.51900983,NA,0.58518629,NA,0.45122418,NA,NA,NA,NA,0.60139382,0.48541553,0.36440758,0.45975488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37712945,NA,NA,NA,NA,NA,NA,NA,-0.39305829,NA,NA,NA,NA,-0.51524141,NA,0.52145088,0.47847465,NA,NA,NA,NA,NA,NA,-0.43890141,NA,NA,NA,NA,-0.38337213,-0.41842859,NA,NA,0.48479234,NA,NA,NA,NA,NA,-0.47683256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56051892,NA
"Trichostatin A, Streptomyces Sp.",7,11,NA,-0.41675181,-0.44363773,-0.56969139,0.48907358,-0.51502983,0.45306543,NA,-0.49147848,NA,NA,NA,-0.37784672,NA,NA,0.4397875,NA,0.41790752,NA,0.39888653,-0.34419259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46702174,NA,-0.58971091,NA,-0.34392629,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42545102,NA,NA,NA,0.36983782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52870318,NA
Ziprasidone,1,3,NA,NA,0.41594798,-0.39487217,-0.3903443,-0.51417433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trovafloxacin mesylate,2,2,NA,NA,0.55099566,-0.41437369,NA,-0.51356622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44897263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.I. MORDANT BLACK 11,1,2,NA,NA,NA,NA,NA,-0.51067563,NA,NA,-0.50409001,NA,NA,NA,0.33975176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calcitriol,11,7,-0.50940914,0.33898148,NA,0.53588473,NA,-0.37486904,0.36356782,0.40350983,NA,NA,0.39151895,NA,NA,NA,NA,NA,NA,-0.44775463,NA,NA,NA,NA,NA,-0.50505325,0.37714321,NA,0.41247289,NA,NA,NA,NA,0.35858022,NA,0.41800858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35747785,NA,NA,NA,NA,-0.34459992,NA,NA,NA,NA,NA,NA,0.40942461,NA,-0.4202109,NA,-0.46619286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spiperone,1,1,NA,NA,NA,NA,NA,0.49765873,NA,NA,NA,NA,NA,NA,-0.50917615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinacidil,3,2,NA,NA,-0.38239715,0.42008025,NA,0.50057395,-0.5082175,NA,0.44518917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enzalutamide,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35062112,NA,NA,NA,NA,NA,NA,-0.39700044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46600841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50671986,NA,NA,NA,NA,NA
Bexarotene,3,2,0.40233531,0.43766954,NA,0.35214799,NA,-0.50643741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41022868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ketotifen,2,5,-0.45059627,NA,0.44521064,NA,-0.35317117,-0.50632849,NA,-0.33809548,0.61007321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36056701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picotamide,1,3,-0.4924368,NA,-0.50563275,NA,NA,NA,0.59996097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41722599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glycodeoxycholic acid,1,1,NA,NA,NA,NA,0.35495311,NA,NA,NA,-0.50531384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linifanib,6,11,NA,-0.40455083,NA,-0.5052625,0.51377978,-0.43210477,-0.45108988,-0.51622604,-0.42460651,NA,NA,-0.41514842,0.41306366,0.40610453,-0.47172422,-0.4074362,0.46148336,NA,0.47490375,NA,NA,-0.44416736,0.3838459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50041058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midodrine,1,1,NA,NA,0.37545314,NA,NA,-0.50503222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azithromycin,4,1,0.44947721,NA,0.41571818,0.34854927,NA,-0.5041542,NA,NA,NA,NA,NA,NA,0.34888457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Promethazine,4,2,NA,NA,NA,NA,0.4211459,0.39521314,NA,NA,0.33974733,NA,NA,NA,NA,NA,NA,0.43247233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5021948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40284792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diflunisal,4,1,-0.50163365,NA,0.45474702,0.57288686,NA,0.37322277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46879253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AQ-RA-741,0,2,NA,NA,NA,NA,NA,NA,-0.50088225,NA,-0.37120363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESTRAMUSTINE,1,1,NA,-0.49927505,NA,NA,0.33963545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ursolic acid,3,5,NA,NA,0.56981065,-0.33812783,-0.38350495,0.38454553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35904136,-0.376789,NA,NA,NA,0.42337263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49925374,NA,NA,NA
Febuxostat,0,3,NA,NA,NA,NA,NA,NA,NA,-0.42623874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39354034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49857582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D,L Carbidopa",1,2,NA,NA,NA,NA,NA,-0.49827495,NA,0.43148047,NA,NA,-0.37409133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Itrazole,6,2,NA,-0.51422401,NA,0.43371196,NA,0.43213159,NA,0.49998008,0.35649511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49733817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47278192,NA,NA,NA,NA,NA,NA,NA,0.36089324,NA,NA
Siramesine (hydrochloride),0,5,-0.47041558,-0.33709097,-0.40157714,NA,-0.49708049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34561072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capsaicin,2,2,NA,0.46678408,-0.49582726,NA,NA,NA,-0.35941622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44513132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Warfarin,1,1,NA,NA,-0.49571523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34847947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tacrine,1,1,NA,-0.49434366,NA,0.34353282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrendipine,5,4,NA,0.39591212,NA,NA,-0.4472554,0.36005124,-0.49425352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43084426,NA,NA,NA,NA,NA,NA,-0.34809086,NA,NA,NA,NA,0.34054208,NA,NA,NA,NA,-0.39384182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36221446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tigecycline,2,4,NA,-0.36369259,0.49158972,-0.49373426,NA,NA,NA,0.52062814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50499951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39834042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tozasertib,16,5,NA,0.4990368,-0.40707085,-0.51757595,0.43004832,0.455676,0.39801039,0.56559568,0.41936725,NA,NA,0.48216673,0.4883854,0.46475391,-0.49367658,0.5603134,0.53638333,NA,NA,0.41364038,NA,NA,NA,NA,NA,NA,NA,-0.33651192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46210749,0.35349597,0.36046049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38076204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40626526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fusaric acid,0,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.4934264,NA,NA,NA,NA,NA,NA,-0.33298485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Infigratinib,4,12,NA,0.47468328,-0.37332346,-0.49239306,NA,0.41257273,NA,-0.39827839,NA,NA,NA,NA,NA,-0.43413989,-0.37379824,NA,-0.47824839,-0.47260103999999997,-0.37131295,NA,-0.3956806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51977502,-0.37042369000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35726285,NA,NA,NA,-0.33374567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34532616,NA,NA,NA,NA
Dexketoprofen,0,2,NA,NA,-0.47893612,NA,NA,NA,NA,NA,-0.49218806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gossypol,4,9,NA,NA,-0.5910349,-0.4449689,-0.56632898,NA,NA,-0.57403114,0.34156968,NA,NA,NA,-0.50858222,NA,NA,-0.38567321,NA,NA,NA,NA,NA,NA,NA,NA,-0.42891678,NA,0.42072666,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37224782,NA,NA,NA,NA,NA,NA,-0.4914248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59064937,NA,0.5157175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lapatinib,8,7,NA,0.46114277,NA,-0.35136111,-0.4907455,-0.36965548,NA,0.36209779,-0.37973371,NA,NA,NA,0.46191504,-0.4686339,0.46291723,0.43250647,0.58274002,NA,-0.42559551,NA,-0.46047151,0.72266841,0.79444988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rifampicin,1,9,NA,-0.37551256,NA,NA,-0.34822099,-0.3388658,NA,-0.41070648,NA,NA,NA,0.37020581,NA,-0.39369208,-0.55455524,-0.35059933,NA,NA,-0.44803603,NA,NA,-0.48968646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abexinostat,5,2,0.36282549,0.52683783,0.45704058,NA,0.69296134,-0.48930609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37206747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36127619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mefexamide,1,2,NA,0.34004397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50118763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48895122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butoconazole,0,3,NA,NA,-0.48884032,-0.40862869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47681294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",9,8,NA,0.38514921,0.43515747,0.44474301,-0.38212519,-0.48666256,-0.42556148,NA,NA,NA,NA,NA,0.35429423,NA,NA,NA,NA,NA,NA,NA,0.36515563,-0.40361604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48780831,NA,NA,NA,NA,NA,NA,0.35984235,NA,NA,NA,-0.43719745,-0.51559788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40045832,-0.37082975,0.44635164,NA,NA,0.37736535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phenoxazine,5,4,NA,NA,NA,NA,-0.34008124,NA,NA,NA,0.40453017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34658301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69801136,NA,NA,NA,-0.4873609,NA,NA,0.53693663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36750388,NA,NA,NA,NA,NA,0.51556016,-0.39859418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nefopam,4,1,NA,NA,NA,NA,0.34819882,0.35272238,0.46133363,NA,NA,NA,NA,NA,0.37026356,NA,NA,NA,NA,NA,NA,-0.4868655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azacitidine,9,8,NA,-0.43807134,-0.40223254,0.37352417,-0.62466501,-0.48641838,NA,-0.47185963,-0.57300824,NA,NA,NA,NA,NA,NA,0.35324904,NA,0.35222085,-0.41616455,NA,0.46810078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59368091,0.38657259,NA,NA,NA,NA,NA,NA,NA,NA,-0.33926969,NA,NA,NA,0.53061243,0.46731734,0.43417227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tazarotene,2,3,0.35809772,-0.3441574,-0.38134595,NA,NA,-0.4862263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38603552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buparlisib,9,3,NA,0.42489499,-0.48617663,-0.38123177,0.3643106,0.54514987,NA,0.41330661,NA,NA,NA,0.43762106,NA,0.53741291,-0.38352981,0.3967084,0.47128646,NA,NA,NA,NA,0.50345566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apicidin,1,1,0.5400502,-0.48543933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
