signatureid,compound,cellline,similarity,region,comparison
LINCSCP_22922,Isoflupredone Acetate,HEPG2,-0.37613471,NAC,05p_overall
LINCSCP_102388,Coluracetam,HELA,-0.37594808,NAC,05p_overall
LINCSCP_85738,Alpelisib,BT20,-0.37586023,NAC,05p_overall
LINCSCP_46743,(Z)-Guggulsterone,PC3,-0.37584838,NAC,05p_overall
LINCSCP_56425,Bisacodyl,VCAP,-0.37457492,NAC,05p_overall
LINCSCP_104086,Chlorambucil,HELA,-0.37402089,NAC,05p_overall
LINCSCP_73215,Anacetrapib (MK-0859),A375,-0.37398233,NAC,05p_overall
LINCSCP_137842,Acivicin,MCF7,-0.37395115,NAC,05p_overall
LINCSCP_103154,Pantoprazole,HELA,-0.37382261,NAC,05p_overall
LINCSCP_168892,Tonabersat,YAPC,-0.3736593,NAC,05p_overall
LINCSCP_116384,"Apitolisib (gdc-0980, rg7422)",HT29,-0.37324521,NAC,05p_overall
LINCSCP_153542,Vanoxerine,PC3,-0.3727253,NAC,05p_overall
LINCSCP_54192,Tamatinib,SW620,-0.37267715,NAC,05p_overall
LINCSCP_77259,Dipraglurant,A375,-0.37242311,NAC,05p_overall
LINCSCP_7318,Metergoline,A549,-0.37100705,NAC,05p_overall
LINCSCP_153395,Dactolisib,PC3,-0.37066899,NAC,05p_overall
LINCSCP_226677,Glimepiride,HT29,-0.37060802,NAC,05p_overall
LINCSCP_56432,Proadifen,VCAP,-0.37036625,NAC,05p_overall
LINCSCP_138690,Minaprine,MCF7,-0.36991185,NAC,05p_overall
LINCSCP_41313,N-Acetyldopamine,NEU,-0.36933197,NAC,05p_overall
LINCSCP_14780,Quipazine,HA1E,-0.36876568,NAC,05p_overall
LINCSCP_66742,Vorinostat,CORL23,-0.36855768,NAC,05p_overall
LINCSCP_13324,Scriptaid,FIBRNPC,-0.36824763,NAC,05p_overall
LINCSCP_52286,Entinostat,SKB,-0.36820934,NAC,05p_overall
LINCSCP_121321,Rimonabant,HT29,-0.36812273,NAC,05p_overall
LINCSCP_22315,Pyroxamide,HEPG2,-0.36807206,NAC,05p_overall
LINCSCP_263807,Pyrazolanthrone,NPC,-0.36779123,NAC,05p_overall
LINCSCP_227174,Estriol,HT29,-0.36775444,NAC,05p_overall
LINCSCP_128948,Decitabine,HUVEC,-0.36770105,NAC,05p_overall
LINCSCP_17585,Evodiamine,HCC15,-0.36756551,NAC,05p_overall
LINCSCP_50397,atorvastatin,PHH,-0.36748415,NAC,05p_overall
LINCSCP_13732,Oxindole I,HA1E,-0.36720214,NAC,05p_overall
LINCSCP_42571,Quinidine Gluconate,NPC,-0.36633058,NAC,05p_overall
LINCSCP_74400,Vardenafil,A375,-0.36627459,NAC,05p_overall
LINCSCP_153550,Azathioprine,PC3,-0.36618159,NAC,05p_overall
LINCSCP_160471,sn-Glycero-3-phosphocholine,PC3,-0.36605388,NAC,05p_overall
LINCSCP_105572,Lenvatinib (E7080),HELA,-0.36586133,NAC,05p_overall
LINCSCP_97720,Apomorphine,HA1E,-0.36581668,NAC,05p_overall
LINCSCP_103468,Pictilisib,HELA,-0.36526679,NAC,05p_overall
LINCSCP_101607,Zaprinast,HELA,-0.36515592,NAC,05p_overall
LINCSCP_109108,Simeprevir,HELA,-0.36497658,NAC,05p_overall
LINCSCP_97180,Triptolide (PG490),HA1E,-0.36466329,NAC,05p_overall
LINCSCP_92378,Aliskiren,HA1E,-0.36442271,NAC,05p_overall
LINCSCP_163453,Linsitinib,SKBR3,-0.36437767,NAC,05p_overall
LINCSCP_105774,Dexniguldipine,HELA,-0.36430331,NAC,05p_overall
LINCSCP_22405,Trichostatin,HEPG2,-0.36414823,NAC,05p_overall
LINCSCP_52857,Amiodarone,SKB,-0.36400601,NAC,05p_overall
LINCSCP_111747,Linifanib,HEPG2,-0.36400523,NAC,05p_overall
LINCSCP_133433,Sunitinib,MCF7,-0.36396508,NAC,05p_overall
LINCSCP_212446,Azathioprine,HA1E,-0.36392011,NAC,05p_overall
LINCSCP_103920,UREA,HELA,-0.36384914,NAC,05p_overall
LINCSCP_69397,Pictilisib,A375,-0.36383465,NAC,05p_overall
LINCSCP_49975,Entinostat,PHH,-0.36383151,NAC,05p_overall
LINCSCP_133659,Iniparib,MCF7,-0.36375961,NAC,05p_overall
LINCSCP_170805,Valproic acid,YAPC,-0.36367482,NAC,05p_overall
LINCSCP_53078,Pifithrin MU,SKLU1,-0.36365035,NAC,05p_overall
LINCSCP_77176,Methoxsalen,A375,-0.36331094,NAC,05p_overall
LINCSCP_107762,Penciclovir,HELA,-0.36328017,NAC,05p_overall
LINCSCP_74033,Apafant,A375,-0.36319302999999997,NAC,05p_overall
LINCSCP_99715,Alvocidib,HCC515,-0.36282997,NAC,05p_overall
LINCSCP_156150,Desoxypeganine,PC3,-0.3625605,NAC,05p_overall
LINCSCP_6935,Pseudopelletierine,A549,-0.36249611,NAC,05p_overall
LINCSCP_257297,Pala,NCIH508,-0.36221364,NAC,05p_overall
LINCSCP_118039,Tegobuvir,HT29,-0.36219463,NAC,05p_overall
LINCSCP_49952,Canertinib,PHH,-0.36192487,NAC,05p_overall
LINCSCP_15351,Vemurafenib,HA1E,-0.36179581,NAC,05p_overall
LINCSCP_50203,Tracazolate,PHH,-0.36072192,NAC,05p_overall
LINCSCP_106346,Rocuronium Bromide,HELA,-0.36069952,NAC,05p_overall
LINCSCP_92288,Amlexanox,HA1E,-0.3606371,NAC,05p_overall
LINCSCP_14210,Minoxidil,HA1E,-0.36062925,NAC,05p_overall
LINCSCP_22690,Famciclovir,HEPG2,-0.36050445,NAC,05p_overall
LINCSCP_117557,Rabusertib,HT29,-0.35981609,NAC,05p_overall
LINCSCP_103471,Mitiglinide calcium,HELA,-0.35921782,NAC,05p_overall
LINCSCP_53039,Pevonedistat,SKLU1,-0.35921382,NAC,05p_overall
LINCSCP_175076,cortisone-acetate,YAPC,-0.35897065,NAC,05p_overall
LINCSCP_120168,Glafenine,HT29,-0.3589029,NAC,05p_overall
LINCSCP_105554,Cilomilast,HELA,-0.35838107,NAC,05p_overall
LINCSCP_168337,Licarbazepine,YAPC,-0.35835367,NAC,05p_overall
LINCSCP_136554,FAMPRIDINE,MCF7,-0.35807416,NAC,05p_overall
LINCSCP_102914,Alectinib,HELA,-0.35786871,NAC,05p_overall
LINCSCP_284648,R(+)-Terguride,SKB,-0.35783036,NAC,05p_overall
LINCSCP_14550,Dexibuprofen,HA1E,-0.35759175,NAC,05p_overall
LINCSCP_54430,L-Sulforaphane,SW948,-0.35756207,NAC,05p_overall
LINCSCP_6807,Nefopam,A549,-0.35736164,NAC,05p_overall
LINCSCP_52896,Iobenguane,SKB,-0.35711103,NAC,05p_overall
LINCSCP_104401,Griseofulvin,HELA,-0.35698752,NAC,05p_overall
LINCSCP_102013,Tivantinib,HELA,-0.3568691,NAC,05p_overall
LINCSCP_47944,Primidone,PC3,-0.35643044,NAC,05p_overall
LINCSCP_262862,(R)-3-(piperidin-2-Yl)pyridine,NPC,-0.35636956,NAC,05p_overall
LINCSCP_18537,Vardenafil,HCC515,-0.35586588,NAC,05p_overall
LINCSCP_169250,Nicotin-Amide,YAPC,-0.3558252,NAC,05p_overall
LINCSCP_110527,Apremilast (CC-10004),HELA,-0.35558582,NAC,05p_overall
LINCSCP_122153,Alizapride,HT29,-0.35539178,NAC,05p_overall
LINCSCP_263888,Carnosol,NPC,-0.35537547,NAC,05p_overall
LINCSCP_15434,Cytosporone B,HA1E,-0.3553395,NAC,05p_overall
LINCSCP_77639,Ivermectin,A375,-0.35511111,NAC,05p_overall
LINCSCP_22997,Puromycin Hydrochloride,HEPG2,-0.35493151,NAC,05p_overall
LINCSCP_214966,Riboflavin,HCC515,-0.35417769,NAC,05p_overall
LINCSCP_15152,Protopine,HA1E,-0.3538959,NAC,05p_overall
LINCSCP_41377,Adapalene,NEU,-0.35377218,NAC,05p_overall
LINCSCP_13357,Suberohydroxamic acid,FIBRNPC,-0.35352626,NAC,05p_overall
LINCSCP_19270,Parbendazole,HCC515,-0.35339096,NAC,05p_overall
LINCSCP_104521,Doxazosin,HELA,-0.35330451,NAC,05p_overall
LINCSCP_1360,"Triazolothiadiazine, 25",A375,-0.35307213,NAC,05p_overall
LINCSCP_22462,Thiostrepton,HEPG2,-0.35269821,NAC,05p_overall
LINCSCP_15033,Digitoxigenin,HA1E,-0.35268527,NAC,05p_overall
LINCSCP_11025,Alitretinoin,ASC,-0.35266979,NAC,05p_overall
LINCSCP_6934,Carprofen,A549,-0.35252587,NAC,05p_overall
LINCSCP_259501,(+)-Tetrabenazine,NEU,-0.35237043,NAC,05p_overall
LINCSCP_136434,Olprinone (Hydrochloride),MCF7,-0.35226212,NAC,05p_overall
LINCSCP_173225,Zalcitabine,YAPC,-0.35221303,NAC,05p_overall
LINCSCP_41784,Lestaurtinib,NKDBA,-0.35218312,NAC,05p_overall
LINCSCP_101248,Tegobuvir,HELA,-0.3516629,NAC,05p_overall
LINCSCP_34502,Oxibendazole,MCF7,-0.3516304,NAC,05p_overall
LINCSCP_168977,Pyridostigmine,YAPC,-0.35152445,NAC,05p_overall
LINCSCP_32939,Tadalafil,MCF7,-0.35142867,NAC,05p_overall
LINCSCP_14585,Flurofamide,HA1E,-0.35122673,NAC,05p_overall
LINCSCP_282816,Enzalutamide,PL21,-0.35113402,NAC,05p_overall
LINCSCP_145484,Linifanib,MDAMB231,-0.35101813,NAC,05p_overall
LINCSCP_116498,Trametinib,HT29,-0.35054899,NAC,05p_overall
LINCSCP_84213,Pazopanib,ASC,-0.35050129,NAC,05p_overall
LINCSCP_5826,Oxcarbazepine,A549,-0.35035352,NAC,05p_overall
LINCSCP_75461,Valproic acid,A375,-0.35031838,NAC,05p_overall
LINCSCP_130006,Lapatinib,LNCAP,-0.35028968,NAC,05p_overall
LINCSCP_96969,Erlotinib,HA1E,-0.35001962,NAC,05p_overall
LINCSCP_53699,Phenoxazine,SNU1040,-0.34925413,NAC,05p_overall
LINCSCP_10314,Thioridazine,A673,-0.3490373,NAC,05p_overall
LINCSCP_14007,Pyrazolanthrone,HA1E,-0.3487592,NAC,05p_overall
LINCSCP_102272,"Forskolin, NKH477",HELA,-0.34847373,NAC,05p_overall
LINCSCP_103396,Diethylpropion,HELA,-0.34834516,NAC,05p_overall
LINCSCP_153178,THIOCTIC ACID,PC3,-0.34801353,NAC,05p_overall
LINCSCP_21667,Lexibulin,HEPG2,-0.34761024,NAC,05p_overall
LINCSCP_71674,Bosutinib,A375,-0.34735482,NAC,05p_overall
LINCSCP_169403,Temozolomide,YAPC,-0.34725874,NAC,05p_overall
LINCSCP_120456,Felbamate,HT29,-0.34715684,NAC,05p_overall
LINCSCP_168550,TRIENTINE HYDROCHLORIDE,YAPC,-0.34690822,NAC,05p_overall
LINCSCP_55374,Daunorubicin,U937,-0.34680127,NAC,05p_overall
LINCSCP_73795,Fingolimod (FTY720) HCl,A375,-0.34671386,NAC,05p_overall
LINCSCP_101331,Benzydamine,HELA,-0.34669067,NAC,05p_overall
LINCSCP_151877,Olaparib,PC3,-0.34654577,NAC,05p_overall
LINCSCP_104575,Guanadrel,HELA,-0.3464465,NAC,05p_overall
LINCSCP_83131,Allitinib,ASC.C,-0.34633208,NAC,05p_overall
LINCSCP_6381,(S)-(-)-Warfarin,A549,-0.34592336,NAC,05p_overall
LINCSCP_56098,Procaterol,VCAP,-0.34591339,NAC,05p_overall
LINCSCP_89071,Ponatinib,HA1E,-0.34580761,NAC,05p_overall
LINCSCP_114,Chlorambucil,A375,-0.34577524,NAC,05p_overall
LINCSCP_13867,"(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one",HA1E,-0.34565425,NAC,05p_overall
LINCSCP_58711,Belinostat,VCAP,-0.34556831,NAC,05p_overall
LINCSCP_136396,Closantel,MCF7,-0.34532556,NAC,05p_overall
LINCSCP_13378,Nullscript,FIBRNPC,-0.34503708,NAC,05p_overall
LINCSCP_105800,Nateglinide,HELA,-0.34455799,NAC,05p_overall
LINCSCP_105974,Paricalcitol,HELA,-0.34445217,NAC,05p_overall
LINCSCP_12760,Quinacrine,DV90,-0.3442836,NAC,05p_overall
LINCSCP_153224,Clarithromycin,PC3,-0.34400955,NAC,05p_overall
LINCSCP_103428,Metronidazole,HELA,-0.34368233,NAC,05p_overall
LINCSCP_122575,Pinacidil,HT29,-0.34351324,NAC,05p_overall
LINCSCP_30324,Safrolglycol,MCF7,-0.34350098,NAC,05p_overall
LINCSCP_14447,Ouabain,HA1E,-0.34326108,NAC,05p_overall
LINCSCP_170364,Anamorelin,YAPC,-0.34304577,NAC,05p_overall
LINCSCP_4402,Ethacrynic acid,A549,-0.34303326,NAC,05p_overall
LINCSCP_14687,Thiotepa,HA1E,-0.34297607,NAC,05p_overall
LINCSCP_207212,Halostachine,FIBRNPC,-0.3428028,NAC,05p_overall
LINCSCP_137346,Epivincamine,MCF7,-0.34279009,NAC,05p_overall
LINCSCP_68242,"Trichostatin A, Streptomyces Sp.",SNUC4,-0.34217953,NAC,05p_overall
LINCSCP_271973,Nadolol,PC3,-0.34211542,NAC,05p_overall
LINCSCP_33455,Amoxapine,MCF7,-0.34198773,NAC,05p_overall
LINCSCP_74840,Moclobemide,A375,-0.3419773,NAC,05p_overall
LINCSCP_104773,Ciprofloxacin,HELA,-0.34181582,NAC,05p_overall
LINCSCP_17753,Tipifarnib,HCC15,-0.34176012,NAC,05p_overall
LINCSCP_168216,Eplerenone,YAPC,-0.34171561,NAC,05p_overall
LINCSCP_273651,Myricetin,PC3,-0.34169087,NAC,05p_overall
LINCSCP_663,Minoxidil,A375,-0.34162227,NAC,05p_overall
LINCSCP_101537,Abiraterone Acetate,HELA,-0.34161809,NAC,05p_overall
LINCSCP_122068,Cefoperazone,HT29,-0.34145488,NAC,05p_overall
LINCSCP_138842,Betulinic acid,MCF7,-0.34114181,NAC,05p_overall
LINCSCP_75326,TIROFIBAN HYDROCHLORIDE,A375,-0.3409323,NAC,05p_overall
LINCSCP_21570,Benzonatate,HEPG2,-0.34085056,NAC,05p_overall
LINCSCP_71526,Clarithromycin,A375,-0.34083327,NAC,05p_overall
LINCSCP_72987,Praziquantel,A375,-0.34074822,NAC,05p_overall
LINCSCP_157179,Ketorolac,PC3,-0.34062449,NAC,05p_overall
LINCSCP_159702,Exherin (trifluoroacetate),PC3,-0.34056258,NAC,05p_overall
LINCSCP_137922,Vardenafil,MCF7,-0.34052835,NAC,05p_overall
LINCSCP_45690,Mafenide,PC3,-0.34022194,NAC,05p_overall
LINCSCP_113616,Imatinib,HME1,-0.34017398,NAC,05p_overall
LINCSCP_170104,Tizanidine,YAPC,-0.33945656,NAC,05p_overall
LINCSCP_114893,Foretinib,HS578T,-0.33932297,NAC,05p_overall
LINCSCP_74360,Methazolamide,A375,-0.33928819,NAC,05p_overall
LINCSCP_140506,Sorbitol,MCF7,-0.33883282,NAC,05p_overall
LINCSCP_137673,Adapalene,MCF7,-0.33875394,NAC,05p_overall
LINCSCP_111457,apigenin,HEPG2,-0.3386558,NAC,05p_overall
LINCSCP_42771,Icariin,NPC,-0.33858225,NAC,05p_overall
LINCSCP_91277,Castanospermine,HA1E,-0.33837628,NAC,05p_overall
LINCSCP_165812,Pracinostat,SKL,-0.33833871,NAC,05p_overall
LINCSCP_12860,Fluspirilene,DV90,-0.33811586,NAC,05p_overall
LINCSCP_170826,(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid,YAPC,-0.33780577,NAC,05p_overall
LINCSCP_43429,Nicotin-Amide,NPC,-0.33760944,NAC,05p_overall
LINCSCP_95644,"Myosin ATPase Activator, EMD57003",HA1E,-0.33759163,NAC,05p_overall
LINCSCP_111108,Pirfenidone,HELA,-0.33726513,NAC,05p_overall
LINCSCP_4139,Sotalol,A549,-0.33703209,NAC,05p_overall
LINCSCP_43278,Tetrabenazine,NPC,-0.33703122,NAC,05p_overall
LINCSCP_101524,Clotrimazole,HELA,-0.33684017,NAC,05p_overall
LINCSCP_156073,Pentamidine,PC3,-0.33652169,NAC,05p_overall
LINCSCP_142810,Azithromycin,MCF7,-0.33640114,NAC,05p_overall
LINCSCP_2127,Pyroxamide,A375,-0.336396,NAC,05p_overall
LINCSCP_140951,Ifosfamide,MCF7,-0.33625394,NAC,05p_overall
LINCSCP_5886,Progesterone,A549,-0.33609218,NAC,05p_overall
LINCSCP_43621,Dihydrocapsaicin,NPC,-0.33595533,NAC,05p_overall
LINCSCP_77765,Meclofenamic acid,A375,-0.33580339,NAC,05p_overall
LINCSCP_101671,Chloroxine,HELA,-0.33554827,NAC,05p_overall
LINCSCP_167451,Lapatinib,YAPC,-0.33490776,NAC,05p_overall
LINCSCP_11040,Ttnpb,ASC,-0.33451168,NAC,05p_overall
LINCSCP_32982,dactinomycin,MCF7,-0.33434502,NAC,05p_overall
LINCSCP_179744,Piperine,A375,-0.33433659,NAC,05p_overall
LINCSCP_132269,Enzastaurin,MCF7,-0.33429371,NAC,05p_overall
LINCSCP_73339,Pregnenolone,A375,-0.33420665,NAC,05p_overall
LINCSCP_157872,Pentoxifylline,PC3,-0.33415179,NAC,05p_overall
LINCSCP_57100,Piplartine,VCAP,-0.33399234,NAC,05p_overall
LINCSCP_22396,Apatinib Hydrochloride,HEPG2,-0.33364905,NAC,05p_overall
LINCSCP_169261,Chlorambucil,YAPC,-0.3330236,NAC,05p_overall
LINCSCP_166382,Propafenone,YAPC,-0.33299067,NAC,05p_overall
LINCSCP_129047,triptolide,HUVEC,-0.33275429,NAC,05p_overall
LINCSCP_13998,Cymarin,HA1E,-0.3326705,NAC,05p_overall
LINCSCP_4364,Vinburnine,A549,-0.33261157,NAC,05p_overall
LINCSCP_138919,Epirizole,MCF7,-0.33252826,NAC,05p_overall
LINCSCP_16193,Etoposide,HA1E,-0.33244685,NAC,05p_overall
LINCSCP_137901,Rimonabant,MCF7,-0.33212075,NAC,05p_overall
LINCSCP_33474,Abexinostat,MCF7,-0.33202984,NAC,05p_overall
LINCSCP_42655,Trazodone,NPC,-0.33197141,NAC,05p_overall
LINCSCP_86882,Sirolimus,CD34,-0.33191641,NAC,05p_overall
LINCSCP_149710,Pazopanib,NPC.TAK,-0.33176627,NAC,05p_overall
LINCSCP_149825,Osimertinib,NPC.TAK,-0.33166121,NAC,05p_overall
LINCSCP_80506,Ranolazine,A375,-0.33146571,NAC,05p_overall
LINCSCP_151651,Rebastinib,PC3,-0.33127623,NAC,05p_overall
LINCSCP_137658,ZIDOVUDINE [AZT],MCF7,-0.3309489,NAC,05p_overall
LINCSCP_32302,Pyroxamide,MCF7,-0.33080789,NAC,05p_overall
LINCSCP_243567,Pyrimethamine,MCF7,-0.33057348,NAC,05p_overall
LINCSCP_234993,Saracatinib,MCF10A,-0.33020916,NAC,05p_overall
LINCSCP_138421,ACECAINIDE HYDROCHLORIDE,MCF7,-0.330191,NAC,05p_overall
LINCSCP_50218,Parachlorophenol,PHH,-0.33018328,NAC,05p_overall
LINCSCP_51164,Enzalutamide,RMUGS,-0.32995861,NAC,05p_overall
LINCSCP_127397,Indapamide,HT29,-0.32954277,NAC,05p_overall
LINCSCP_66740,"Trichostatin A, Streptomyces Sp.",CORL23,-0.32926418,NAC,05p_overall
LINCSCP_150054,Mocetinostat,NPC.TAK,-0.32908992,NAC,05p_overall
LINCSCP_170343,Famotidine,YAPC,-0.32908562,NAC,05p_overall
LINCSCP_21195,O-Demethylated Adapalene,HCT116,-0.32886534,NAC,05p_overall
LINCSCP_241009,Trimipramine,MCF7,-0.32884934,NAC,05p_overall
LINCSCP_168204,Closantel,YAPC,-0.32867877,NAC,05p_overall
LINCSCP_52210,Pyroxamide,SKB,-0.32859367,NAC,05p_overall
LINCSCP_54077,Nicardipine,SW620,-0.32842419,NAC,05p_overall
LINCSCP_77476,Tauroursodeoxy cholic acid dihydrate,A375,-0.32797253,NAC,05p_overall
LINCSCP_20457,Iloperidone,HCC515,-0.32755706,NAC,05p_overall
LINCSCP_50888,Cucurbitacin-I,RMGI,-0.32754013,NAC,05p_overall
LINCSCP_86646,Dacomitinib,CD34,-0.32737982,NAC,05p_overall
LINCSCP_74669,Ledipasvir,A375,-0.32716199,NAC,05p_overall
LINCSCP_75177,Celecoxib,A375,-0.32710213,NAC,05p_overall
LINCSCP_29164,Sepantronium,JHUEM2,-0.32708136,NAC,05p_overall
LINCSCP_138282,Nafamostat Mesylate,MCF7,-0.32698848,NAC,05p_overall
LINCSCP_54591,Phenothiazine,SW948,-0.32692651,NAC,05p_overall
LINCSCP_78654,Falnidamol,A375,-0.32664312,NAC,05p_overall
LINCSCP_105619,Ambrisentan,HELA,-0.32635068,NAC,05p_overall
LINCSCP_105717,Cholic acid,HELA,-0.32617792,NAC,05p_overall
LINCSCP_107515,Amuvatinib,HELA,-0.32617551,NAC,05p_overall
LINCSCP_49934,Mocetinostat,PHH,-0.32616004,NAC,05p_overall
LINCSCP_259565,Clorgiline,NEU,-0.32591566,NAC,05p_overall
LINCSCP_19029,Primaquine,HCC515,-0.32570108,NAC,05p_overall
LINCSCP_170180,Esmolol,YAPC,-0.32567221,NAC,05p_overall
LINCSCP_150037,Entinostat,NPC.TAK,-0.32567219,NAC,05p_overall
LINCSCP_140066,Orphenadrine,MCF7,-0.32555992,NAC,05p_overall
LINCSCP_103718,Idebenone,HELA,-0.3255051,NAC,05p_overall
LINCSCP_6470,Hnha,A549,-0.32543718,NAC,05p_overall
LINCSCP_168663,Pregnenolone,YAPC,-0.32508741,NAC,05p_overall
LINCSCP_136729,Pidotimod,MCF7,-0.32500225,NAC,05p_overall
LINCSCP_136482,Medetomidine,MCF7,-0.32499985,NAC,05p_overall
LINCSCP_53123,Rotenone,SKM1,-0.32494156,NAC,05p_overall
LINCSCP_50860,Rucaparib,RKO,-0.32465114,NAC,05p_overall
LINCSCP_16666,Ruxolitinib,HA1E,-0.324505,NAC,05p_overall
LINCSCP_110253,Clinofibrate,HELA,-0.32447424,NAC,05p_overall
LINCSCP_772,Pifithrin,A375,-0.32434381,NAC,05p_overall
LINCSCP_34463,Parthenolide,MCF7,-0.32411671,NAC,05p_overall
LINCSCP_105623,Valproic acid,HELA,-0.32403849,NAC,05p_overall
LINCSCP_172697,Linezolid,YAPC,-0.32392271,NAC,05p_overall
LINCSCP_93770,Ketorolac,HA1E,-0.32377293,NAC,05p_overall
LINCSCP_12985,Sepantronium,EFO27,-0.32367537,NAC,05p_overall
LINCSCP_156471,Rilpivirine,PC3,-0.32350832,NAC,05p_overall
LINCSCP_67825,Vorinostat,OV7,-0.32331251,NAC,05p_overall
LINCSCP_18607,Pifithrin,HCC515,-0.32305394,NAC,05p_overall
LINCSCP_173724,Almorexant (hydrochloride),YAPC,-0.32277372,NAC,05p_overall
LINCSCP_124154,Semaxanib,HT29,-0.32261506,NAC,05p_overall
LINCSCP_169700,Doxazosin,YAPC,-0.32201563,NAC,05p_overall
LINCSCP_19227,Promethazine,HCC515,-0.3219296,NAC,05p_overall
LINCSCP_175204,salsoline,YAPC,-0.32192342,NAC,05p_overall
LINCSCP_166400,SAQUINAVIR MESYLATE,YAPC,-0.32187723,NAC,05p_overall
LINCSCP_102036,Suprofen,HELA,-0.32165491,NAC,05p_overall
LINCSCP_21447,Bupropion,HEPG2,-0.32159942,NAC,05p_overall
LINCSCP_12903,Manumycin-A,EFO27,-0.32151737,NAC,05p_overall
LINCSCP_18440,Norethynodrel,HCC515,-0.32144897,NAC,05p_overall
LINCSCP_41453,Licoagrochacone A,NEU,-0.32141135,NAC,05p_overall
LINCSCP_241169,Moxonidine,MCF7,-0.32132797,NAC,05p_overall
LINCSCP_170057,Dicloxacillin,YAPC,-0.32106038,NAC,05p_overall
LINCSCP_13403,Clonidine,FIBRNPC,-0.32074734,NAC,05p_overall
LINCSCP_104066,Seocalcitol,HELA,-0.32071216,NAC,05p_overall
LINCSCP_191897,Bongkrekic acid,A549,-0.32066149,NAC,05p_overall
LINCSCP_72933,Olprinone (Hydrochloride),A375,-0.32065354,NAC,05p_overall
LINCSCP_146666,Idelalisib,NEU,-0.32055543,NAC,05p_overall
LINCSCP_105896,Reparixin,HELA,-0.32053545,NAC,05p_overall
LINCSCP_174068,Urapidil,YAPC,-0.32045661,NAC,05p_overall
LINCSCP_21130,Nicardipine,HCT116,-0.32015432,NAC,05p_overall
LINCSCP_14442,Dextromethorphan,HA1E,-0.3199403,NAC,05p_overall
LINCSCP_54860,Oligomycin A,THP1,-0.31993115,NAC,05p_overall
LINCSCP_154387,Propranolol,PC3,-0.31991805,NAC,05p_overall
LINCSCP_47661,Thiabendazole,PC3,-0.3198364,NAC,05p_overall
LINCSCP_105484,TIROFIBAN HYDROCHLORIDE,HELA,-0.31962004,NAC,05p_overall
LINCSCP_14480,Bufalin,HA1E,-0.31953256,NAC,05p_overall
LINCSCP_170355,DROSPIRENONE,YAPC,-0.31930473,NAC,05p_overall
LINCSCP_42502,Tubaic acid,NPC,-0.31924793,NAC,05p_overall
LINCSCP_136530,Pantoprazole,MCF7,-0.31911075,NAC,05p_overall
LINCSCP_14726,Loxapine,HA1E,-0.31908208,NAC,05p_overall
LINCSCP_270396,Latrunculin B,PC3,-0.31902978,NAC,05p_overall
LINCSCP_174058,ACEXAMIC ACID,YAPC,-0.31886482,NAC,05p_overall
LINCSCP_104904,Pramipexole,HELA,-0.31883466,NAC,05p_overall
LINCSCP_54524,Piplartine,SW948,-0.31853123,NAC,05p_overall
LINCSCP_156217,Emedastine,PC3,-0.31840096,NAC,05p_overall
LINCSCP_14477,Norcyclobenzaprine,HA1E,-0.31830407,NAC,05p_overall
LINCSCP_116431,Erlotinib,HT29,-0.31814236,NAC,05p_overall
LINCSCP_16775,Merck-Ketone,HA1E,-0.31806996,NAC,05p_overall
LINCSCP_138600,Naftopidil,MCF7,-0.31804469,NAC,05p_overall
LINCSCP_166139,Rigosertib,SKL,-0.31787294,NAC,05p_overall
LINCSCP_52655,Prostoglandin B2,SKB,-0.31716036,NAC,05p_overall
LINCSCP_31805,Triptolide,MCF7,-0.31713378,NAC,05p_overall
LINCSCP_58752,Apatinib Hydrochloride,VCAP,-0.31709604,NAC,05p_overall
LINCSCP_687,Imiquimod,A375,-0.31707181,NAC,05p_overall
LINCSCP_49973,Reversine,PHH,-0.31696373,NAC,05p_overall
LINCSCP_149204,galantamine,NPC,-0.31693882,NAC,05p_overall
LINCSCP_42641,Proadifen,NPC,-0.3168347,NAC,05p_overall
LINCSCP_11539,Rutin,ASC,-0.31666711,NAC,05p_overall
LINCSCP_104909,Nafamostat Mesylate,HELA,-0.31659384,NAC,05p_overall
LINCSCP_55804,Digoxin,VCAP,-0.31642689,NAC,05p_overall
LINCSCP_284544,Indomethacin Morpholinylamide,SKB,-0.3161854,NAC,05p_overall
LINCSCP_64499,Fluphenazine,VCAP,-0.31607279,NAC,05p_overall
LINCSCP_13286,Apicidin,FIBRNPC,-0.31605687,NAC,05p_overall
LINCSCP_10187,Curcumin,A549,-0.31581157,NAC,05p_overall
LINCSCP_138278,Pramipexole,MCF7,-0.31575334,NAC,05p_overall
LINCSCP_92857,Gemcitabine,HA1E,-0.31574201,NAC,05p_overall
LINCSCP_42540,Fluconazole,NPC,-0.31571061,NAC,05p_overall
LINCSCP_168670,Gallopamil,YAPC,-0.31565354,NAC,05p_overall
LINCSCP_122440,(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid,HT29,-0.31547305,NAC,05p_overall
LINCSCP_54061,Verapamil,SW620,-0.31536048,NAC,05p_overall
LINCSCP_126032,Rimcazole,HT29,-0.31505037,NAC,05p_overall
LINCSCP_25557,Enzalutamide,HT29,-0.31500158,NAC,05p_overall
